TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
74934,CASCAVEL,PR,INTERLAGOS,0.715,4235,0.54,0.387,0.041,0.02,0.072,0.612
74934,CASCAVEL,PR,JARDIM TARUMA,0.696,2660,0.539,0.386,0.042,0.023,0.076,0.615
74934,CASCAVEL,PR,CASCAVEL VELHO,0.67,8164,0.437,0.485,0.041,0.025,0.079,0.516
74934,CASCAVEL,PR,FLORESTA,0.662,8426,0.424,0.495,0.042,0.026,0.08,0.504
74934,CASCAVEL,PR,SANTA CRUZ,0.651,13207,0.397,0.519,0.043,0.028,0.083,0.48
74934,CASCAVEL,PR,MORUMBI,0.651,3821,0.457,0.466,0.045,0.021,0.077,0.534
74934,CASCAVEL,PR,JARDIM COLMEIA,0.648,1045,0.548,0.372,0.042,0.024,0.08,0.628
74934,CASCAVEL,PR,SANTA FELICIDADE,0.627,9307,0.36,0.55,0.045,0.033,0.09,0.45
74934,CASCAVEL,PR,PERIOLO,0.619,5963,0.394,0.526,0.043,0.025,0.08,0.474
74934,CASCAVEL,PR,14 DE NOVEMBRO,0.604,4028,0.411,0.512,0.038,0.027,0.076,0.487
74934,CASCAVEL,PR,BRASMADEIRA,0.597,3647,0.441,0.492,0.032,0.025,0.068,0.509
74934,CASCAVEL,PR,JARDIM CONSOLATA,0.582,4491,0.368,0.552,0.039,0.03,0.081,0.449
74934,CASCAVEL,PR,UNIVERSITÁRIO,0.579,7031,0.342,0.575,0.044,0.027,0.083,0.425
74934,CASCAVEL,PR,GUARUJA,0.56,4710,0.315,0.594,0.047,0.032,0.09,0.405
74934,CASCAVEL,PR,"ASSENTAMENTO VALMIR MOTA DE OLIVEIRA (BR 277, KM 572)",0.557,255,0.702,0.247,0.02,0.027,0.051,0.753
74934,CASCAVEL,PR,JARDIM CRISTAL,0.549,8746,0.241,0.66,0.044,0.036,0.099,0.34
74934,CASCAVEL,PR,BRASILIA,0.548,2261,0.371,0.544,0.043,0.031,0.085,0.456
74934,CASCAVEL,PR,JURERÊOLIS,0.513,964,0.536,0.414,0.026,0.018,0.05,0.586
74934,CASCAVEL,PR,CLAUDETE,0.51,3038,0.276,0.63,0.047,0.03,0.094,0.37
74934,CASCAVEL,PR,NEVA,0.51,5434,0.255,0.661,0.045,0.027,0.086,0.341
74934,CASCAVEL,PR,CATARATAS,0.503,2275,0.374,0.555,0.035,0.022,0.071,0.445
74934,CASCAVEL,PR,LINHA SAO FRANCISCO DE ASSIS,0.5,703,0.455,0.474,0.04,0.023,0.07,0.525
74934,CASCAVEL,PR,SAO CRISTOVAO,0.5,6483,0.255,0.665,0.039,0.028,0.08,0.335
74934,CASCAVEL,PR,CENTRO,0.499,22632,0.192,0.726,0.038,0.028,0.082,0.274
74934,CASCAVEL,PR,JARDIM ACLIMACAO,0.497,1414,0.309,0.588,0.059,0.023,0.103,0.412
74934,CASCAVEL,PR,COQUEIRAL,0.495,2453,0.269,0.633,0.059,0.028,0.097,0.366
74934,CASCAVEL,PR,ALTO ALEGRE,0.494,4171,0.271,0.646,0.045,0.026,0.082,0.353
74934,CASCAVEL,PR,JARDIM BOA VISTA,0.485,3450,0.183,0.718,0.05,0.033,0.098,0.281
74934,CASCAVEL,PR,PARQUE SÃO PAULO,0.484,5604,0.235,0.684,0.041,0.028,0.08,0.315
74934,CASCAVEL,PR,JARDIM CANADA,0.482,4067,0.256,0.662,0.042,0.027,0.081,0.337
74934,CASCAVEL,PR,CANCELLI,0.479,2764,0.235,0.67,0.039,0.039,0.094,0.329
74934,CASCAVEL,PR,REGIÃO DO LAGO,0.478,4590,0.206,0.708,0.038,0.029,0.085,0.291
