TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
65951,JAGUARIÚNA,SP,JARDIM SAO SEBASTIAO,0.654,2652,0.422,0.478,0.06,0.032,0.099,0.521
65951,JAGUARIÚNA,SP,VILA MIGUEL MARTINI,0.64,3736,0.344,0.533,0.078,0.031,0.123,0.467
65951,JAGUARIÚNA,SP,DOZE DE SETEMBRO,0.605,3366,0.321,0.558,0.071,0.034,0.12,0.441
65951,JAGUARIÚNA,SP,JOÃO ALDO NASSIF,0.602,2293,0.345,0.532,0.072,0.032,0.122,0.467
65951,JAGUARIÚNA,SP,NOVA JAGUARIUNA,0.594,3392,0.306,0.573,0.075,0.032,0.122,0.428
65951,JAGUARIÚNA,SP,JARDIM ALICE,0.575,2616,0.315,0.568,0.072,0.028,0.116,0.431
65951,JAGUARIÚNA,SP,PARQUE FLORIANOPOLIS,0.557,2348,0.364,0.546,0.053,0.025,0.089,0.453
65951,JAGUARIÚNA,SP,JARDIM SAO JOAO,0.554,3379,0.286,0.607,0.067,0.025,0.108,0.394
65951,JAGUARIÚNA,SP,BERLIM,0.549,3136,0.261,0.618,0.084,0.024,0.12,0.381
65951,JAGUARIÚNA,SP,JARDIM DOM BOSCO,0.537,2428,0.304,0.591,0.073,0.021,0.104,0.408
65951,JAGUARIÚNA,SP,SAO JOSE,0.527,2653,0.304,0.6,0.063,0.023,0.096,0.4
65951,JAGUARIÚNA,SP,CENTRO,0.492,760,0.288,0.566,0.086,0.036,0.147,0.435
65951,JAGUARIÚNA,SP,VARGEAO DE GUEDES,0.401,687,0.287,0.623,0.054,0.022,0.09,0.377
