TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
79278,TOLEDO,PR,BOA ESPERANÇA,0.623,2249,0.484,0.442,0.039,0.021,0.073,0.557
79278,TOLEDO,PR,JARDIM EUROPA,0.616,3532,0.474,0.461,0.036,0.019,0.065,0.539
79278,TOLEDO,PR,VILA PIONEIRO,0.567,5194,0.344,0.573,0.047,0.025,0.082,0.426
79278,TOLEDO,PR,CONJUNTO HABITACIONAL SÃO FRANCISCO,0.544,1601,0.424,0.5,0.042,0.02,0.075,0.499
79278,TOLEDO,PR,JARDIM PANORAMA,0.544,3641,0.375,0.552,0.037,0.026,0.072,0.447
79278,TOLEDO,PR,JARDIM MARACANÃ,0.542,3136,0.383,0.544,0.039,0.023,0.072,0.455
79278,TOLEDO,PR,RESIDENCIAL SANTA CLARA IV,0.534,1480,0.451,0.482,0.034,0.024,0.067,0.518
79278,TOLEDO,PR,JARDIM AMÉRICA,0.529,2114,0.452,0.488,0.034,0.019,0.059,0.511
79278,TOLEDO,PR,CENTRO,0.519,17154,0.239,0.678,0.04,0.032,0.083,0.322
79278,TOLEDO,PR,JARDIM BELO HORIZONTE,0.512,1472,0.373,0.544,0.033,0.031,0.083,0.456
79278,TOLEDO,PR,SÃO FRANCISCO,0.507,2350,0.386,0.545,0.036,0.022,0.068,0.454
79278,TOLEDO,PR,JARDIM COOPAGRO,0.501,4992,0.321,0.607,0.034,0.026,0.07,0.391
79278,TOLEDO,PR,CESAR PARK,0.495,1963,0.378,0.552,0.037,0.024,0.071,0.449
79278,TOLEDO,PR,VILA OPERÁRIA,0.49,1480,0.39,0.537,0.033,0.024,0.072,0.462
79278,TOLEDO,PR,VILA INDUSTRIAL,0.49,5211,0.239,0.677,0.043,0.027,0.083,0.322
79278,TOLEDO,PR,JARDIM PORTO ALEGRE,0.485,5621,0.223,0.695,0.041,0.029,0.082,0.305
79278,TOLEDO,PR,JARDIM PANORAMA II,0.484,637,0.418,0.507,0.038,0.028,0.077,0.495
79278,TOLEDO,PR,JARDIM PAULISTA,0.461,723,0.389,0.534,0.043,0.018,0.077,0.466
79278,TOLEDO,PR,FACHINI,0.45,1829,0.339,0.59,0.034,0.025,0.071,0.41
79278,TOLEDO,PR,JARDIM FILADÉLFIA,0.438,952,0.264,0.631,0.05,0.032,0.105,0.369
79278,TOLEDO,PR,VILA BECKER,0.435,942,0.308,0.603,0.036,0.032,0.089,0.397
79278,TOLEDO,PR,JARDIM SANTA MARIA,0.425,1008,0.267,0.638,0.036,0.044,0.096,0.363
79278,TOLEDO,PR,JARDIM GISELA,0.413,2528,0.233,0.693,0.035,0.027,0.074,0.307
79278,TOLEDO,PR,JARDIM CONCÓRDIA,0.354,1405,0.257,0.676,0.033,0.022,0.067,0.324
79278,TOLEDO,PR,LINHA DR. ERNESTO,0.28,79,0.076,0.797,0.076,0.051,0.127,0.203
79278,TOLEDO,PR,VILA NOVA - ZONA RURAL,0.251,1375,0.125,0.826,0.017,0.022,0.049,0.174
79278,TOLEDO,PR,CONCÓRDIA DO OESTE,0.244,713,0.192,0.75,0.025,0.028,0.056,0.248
79278,TOLEDO,PR,SÃO LUIZ DO OESTE,0.242,496,0.129,0.806,0.042,0.006,0.064,0.193
79278,TOLEDO,PR,OURO PRETO,0.235,355,0.155,0.777,0.039,0.017,0.067,0.222
79278,TOLEDO,PR,BOM PRINCÍPIO,0.221,558,0.147,0.797,0.029,0.016,0.056,0.203
79278,TOLEDO,PR,NOVO SARANDI - ZONA RURAL,0.219,1578,0.198,0.769,0.02,0.006,0.033,0.231
79278,TOLEDO,PR,NOVO SOBRADINHO - ZONA RURAL,0.217,655,0.186,0.763,0.034,0.009,0.051,0.237
79278,TOLEDO,PR,DOIS IRMÃOS - ZONA RURAL,0.191,337,0.089,0.855,0.027,0.021,0.057,0.146
79278,TOLEDO,PR,VILA IPIRANGA - ZONA RURAL,0.18,443,0.061,0.889,0.025,0.014,0.05,0.111
79278,TOLEDO,PR,VISTA ALEGRE,0.178,159,0.189,0.748,0.044,0.006,0.063,0.252
79278,TOLEDO,PR,DEZ DE MAIO - ZONA RURAL,0.171,596,0.129,0.829,0.03,0.012,0.042,0.171
79278,TOLEDO,PR,SOL NASCENTE,0.154,109,0.11,0.826,0.018,0.018,0.063,0.173
79278,TOLEDO,PR,BOA VISTA,0.15,408,0.179,0.779,0.027,0.005,0.041,0.22
79278,TOLEDO,PR,XAXIM,0.099,258,0.097,0.868,0.023,0.012,0.035,0.132
79278,TOLEDO,PR,CERRO DA LOLA,0.098,256,0.086,0.879,0.027,0.004,0.035,0.121
79278,TOLEDO,PR,LINHA FLORIANO - ZONA RURAL,0.083,114,0.061,0.895,0.026,0.009,0.044,0.105
79278,TOLEDO,PR,SÃO MIGUEL - ZONA RURAL,0.083,222,0.077,0.892,0.023,0.005,0.033,0.11
79278,TOLEDO,PR,TRÊS BOCAS - ZONA RURAL,0.08,116,0.095,0.862,0.026,0.0,0.043,0.138
79278,TOLEDO,PR,LINHA MANDARINA,0.067,141,0.262,0.716,0.007,0.0,0.021,0.283
79278,TOLEDO,PR,VILA FLÓRIDA - ZONA RURAL,0.05,174,0.04,0.937,0.006,0.011,0.023,0.063
79278,TOLEDO,PR,LINHA TAPUÍ,0.044,89,0.27,0.719,0.011,0.0,0.011,0.281
79278,TOLEDO,PR,KM 41,0.038,139,0.029,0.95,0.022,0.0,0.022,0.051
79278,TOLEDO,PR,ESTRADA DA USINA,0.036,99,0.212,0.768,0.02,0.0,0.02,0.232
79278,TOLEDO,PR,DOIS MARCOS - ZONA RURAL,0.029,154,0.032,0.961,0.0,0.006,0.006,0.038
79278,TOLEDO,PR,SÃO SALVADOR,0.025,83,0.06,0.916,0.024,0.0,0.024,0.084
79278,TOLEDO,PR,LINHA SÃO PAULO - ZONA RURAL,0.023,132,0.045,0.947,0.0,0.008,0.008,0.053
79278,TOLEDO,PR,LINHA 14 DE DEZEMBRO - ZONA RURAL,0.017,97,0.155,0.835,0.0,0.01,0.01,0.165
79278,TOLEDO,PR,LINHA GRAMADO,0.004,69,0.043,0.957,0.0,0.0,0.0,0.043
