TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
83534,TANGARÁ,SC,CENTRO,0.485,3752,0.304,0.622,0.044,0.016,0.074,0.378
83534,TANGARÁ,SC,MARARI,0.325,118,0.246,0.636,0.11,0.0,0.118,0.364
83534,TANGARÁ,SC,SAGRADO CORAÇÃO DE JESUS,0.263,99,0.232,0.677,0.051,0.02,0.091,0.323
83534,TANGARÁ,SC,TAQUARUSSU,0.261,166,0.223,0.693,0.066,0.012,0.084,0.307
83534,TANGARÁ,SC,LINHA LEÃOZINHO,0.257,92,0.239,0.674,0.033,0.033,0.088,0.327
83534,TANGARÁ,SC,FLORESTA CAÇADOR,0.253,159,0.176,0.736,0.075,0.006,0.087,0.263
83534,TANGARÁ,SC,SEDE DONA ALICE,0.157,195,0.159,0.785,0.041,0.01,0.056,0.215
83534,TANGARÁ,SC,SÃO PAULO,0.151,195,0.226,0.723,0.015,0.026,0.051,0.277
83534,TANGARÁ,SC,IZIDROS,0.148,72,0.333,0.625,0.014,0.028,0.042,0.375
83534,TANGARÁ,SC,IRAKITAN,0.133,281,0.189,0.769,0.021,0.021,0.042,0.231
83534,TANGARÁ,SC,PASSO DA FELICIDADE,0.118,209,0.249,0.713,0.014,0.019,0.038,0.287
