TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
75337,CRUZ MACHADO,PR,CENTRO,0.679,4493,0.414,0.488,0.055,0.033,0.098,0.512
75337,CRUZ MACHADO,PR,LINHA UNIÃO,0.659,128,0.57,0.266,0.109,0.047,0.164,0.734
75337,CRUZ MACHADO,PR,LINHA POÇO PRETO,0.608,136,0.493,0.331,0.081,0.066,0.177,0.67
75337,CRUZ MACHADO,PR,LINHA PAPUAN,0.598,239,0.498,0.385,0.071,0.017,0.117,0.615
75337,CRUZ MACHADO,PR,LINHA VITÓRIA,0.57,521,0.426,0.463,0.084,0.021,0.111,0.537
75337,CRUZ MACHADO,PR,LINHA PALMITAL,0.547,573,0.379,0.496,0.075,0.024,0.125,0.504
75337,CRUZ MACHADO,PR,LINHA PINHÃO DE BAIXO,0.544,219,0.434,0.443,0.059,0.037,0.125,0.559
75337,CRUZ MACHADO,PR,VICINAL LAPA,0.527,214,0.477,0.43,0.056,0.033,0.094,0.571
75337,CRUZ MACHADO,PR,DISTRITO SANTANA,0.509,946,0.363,0.541,0.049,0.024,0.096,0.459
75337,CRUZ MACHADO,PR,COLÔNIA NOVA CONCÓRDIA,0.5,231,0.385,0.485,0.056,0.052,0.129,0.514
75337,CRUZ MACHADO,PR,LINHA PALMEIRAL,0.46,208,0.365,0.514,0.048,0.038,0.119,0.484
75337,CRUZ MACHADO,PR,LINHA VICINAL ENCANTILADO,0.456,64,0.391,0.484,0.109,0.0,0.125,0.516
75337,CRUZ MACHADO,PR,LINHA DOS COUROS,0.447,164,0.329,0.512,0.128,0.012,0.158,0.487
75337,CRUZ MACHADO,PR,LINHA POLONESA,0.445,174,0.374,0.517,0.075,0.029,0.11,0.484
75337,CRUZ MACHADO,PR,LINHA LAGEADO LISO,0.443,258,0.419,0.5,0.058,0.019,0.081,0.5
75337,CRUZ MACHADO,PR,VICINAL PARANÁ,0.416,122,0.369,0.525,0.033,0.057,0.106,0.475
75337,CRUZ MACHADO,PR,LINHA RIO DAS ANTAS,0.409,325,0.311,0.585,0.043,0.052,0.104,0.415
75337,CRUZ MACHADO,PR,LINHA PINARÉ,0.401,90,0.356,0.533,0.033,0.033,0.11,0.466
75337,CRUZ MACHADO,PR,LINHA RIO DO BANHO,0.399,114,0.289,0.544,0.088,0.044,0.168,0.457
75337,CRUZ MACHADO,PR,DISTRITO DE PINARÉ,0.382,149,0.503,0.443,0.027,0.013,0.053,0.556
75337,CRUZ MACHADO,PR,LINHA IGUAÇU SUL,0.375,73,0.575,0.384,0.027,0.0,0.041,0.616
75337,CRUZ MACHADO,PR,LINHA TAGUÁ PINARÉ,0.373,160,0.556,0.406,0.025,0.013,0.038,0.594
75337,CRUZ MACHADO,PR,LINHA PINARÉ ODESSA,0.341,268,0.299,0.616,0.041,0.037,0.086,0.385
75337,CRUZ MACHADO,PR,LINHA FARTURA,0.337,125,0.232,0.632,0.072,0.056,0.136,0.368
75337,CRUZ MACHADO,PR,LINHA PINHÃO,0.23,239,0.268,0.669,0.029,0.021,0.062,0.33
75337,CRUZ MACHADO,PR,LINHA QUINTA VICINAL,0.224,229,0.358,0.598,0.035,0.009,0.044,0.402
75337,CRUZ MACHADO,PR,LINHA RIO DA AREIA,0.203,172,0.285,0.657,0.029,0.023,0.058,0.343
