TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
80110,ÁGUAS MORNAS,SC,CENTRO,0.483,1247,0.269,0.613,0.056,0.029,0.119,0.388
80110,ÁGUAS MORNAS,SC,SEGUNDA LINHA,0.467,193,0.363,0.508,0.088,0.016,0.13,0.493
80110,ÁGUAS MORNAS,SC,VARGEM GRANDE,0.444,558,0.294,0.593,0.072,0.016,0.114,0.408
80110,ÁGUAS MORNAS,SC,TERESOPOLIS,0.429,549,0.259,0.617,0.091,0.013,0.124,0.383
80110,ÁGUAS MORNAS,SC,SANTA CRUZ DA FIGUEIRA,0.427,913,0.263,0.635,0.074,0.013,0.101,0.364
80110,ÁGUAS MORNAS,SC,LOEFFELSCHEIDT,0.411,165,0.327,0.552,0.103,0.006,0.121,0.448
80110,ÁGUAS MORNAS,SC,SANTA ISABEL,0.369,342,0.164,0.696,0.105,0.012,0.141,0.305
80110,ÁGUAS MORNAS,SC,FAZENDO DO SACRAMENTO II,0.355,355,0.282,0.628,0.051,0.008,0.09,0.372
80110,ÁGUAS MORNAS,SC,FAZENDA RESSUREICAO,0.345,410,0.173,0.722,0.068,0.012,0.104,0.277
80110,ÁGUAS MORNAS,SC,RIO SALTO,0.342,166,0.223,0.645,0.096,0.006,0.132,0.355
80110,ÁGUAS MORNAS,SC,RIO MIGUEL,0.323,141,0.206,0.667,0.064,0.007,0.127,0.333
