TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
89397,TRÊS DE MAIO,RS,SÃO JOÎCISCO,0.523,1325,0.46,0.476,0.036,0.017,0.064,0.524
89397,TRÊS DE MAIO,RS,CENTRO,0.509,7322,0.296,0.63,0.043,0.02,0.074,0.37
89397,TRÊS DE MAIO,RS,ESQUINA UNIÃO,0.506,89,0.607,0.326,0.045,0.011,0.067,0.674
89397,TRÊS DE MAIO,RS,DISTRITO DE CONSOLATA,0.485,491,0.444,0.481,0.041,0.018,0.075,0.519
89397,TRÊS DE MAIO,RS,CAÚNA BAIXA,0.436,133,0.398,0.504,0.053,0.015,0.099,0.497
89397,TRÊS DE MAIO,RS,GLÓRIA,0.409,793,0.363,0.569,0.042,0.024,0.069,0.432
89397,TRÊS DE MAIO,RS,NOSSA SENHORA DE LOURDES,0.397,111,0.369,0.532,0.072,0.009,0.099,0.468
89397,TRÊS DE MAIO,RS,SEMINÁRIO,0.393,542,0.286,0.622,0.046,0.026,0.093,0.379
89397,TRÊS DE MAIO,RS,ORIENTAL,0.39,1327,0.334,0.604,0.035,0.017,0.063,0.397
89397,TRÊS DE MAIO,RS,SÃO PEDRO,0.35,822,0.364,0.582,0.035,0.015,0.054,0.418
89397,TRÊS DE MAIO,RS,SANTO ANTÔNIO CONSOLATA,0.332,96,0.354,0.562,0.052,0.021,0.083,0.437
89397,TRÊS DE MAIO,RS,ENTRADA DA BARRINHA,0.331,264,0.417,0.53,0.03,0.019,0.053,0.47
89397,TRÊS DE MAIO,RS,DISTRITO DE PROGRESSO,0.331,256,0.441,0.512,0.016,0.012,0.048,0.489
89397,TRÊS DE MAIO,RS,CAÚNA ALTA,0.322,82,0.427,0.512,0.037,0.012,0.061,0.488
89397,TRÊS DE MAIO,RS,NOSSA SENHORA DO CARMO,0.3,77,0.39,0.545,0.039,0.013,0.065,0.455
89397,TRÊS DE MAIO,RS,DISTRITO DE MANCHINHA,0.28,389,0.303,0.635,0.046,0.013,0.062,0.365
89397,TRÊS DE MAIO,RS,ROCINHA,0.267,109,0.229,0.679,0.083,0.009,0.092,0.321
89397,TRÊS DE MAIO,RS,KM 13,0.26,176,0.25,0.67,0.045,0.011,0.079,0.329
89397,TRÊS DE MAIO,RS,LAJEADO QUINEIRA,0.252,121,0.455,0.512,0.025,0.008,0.033,0.488
89397,TRÊS DE MAIO,RS,DISTRITO DE QUARAIM,0.247,247,0.283,0.652,0.032,0.028,0.064,0.347
89397,TRÊS DE MAIO,RS,ESQUINA BELA VISTA,0.17,145,0.193,0.745,0.041,0.007,0.062,0.255
89397,TRÊS DE MAIO,RS,MEDIANEIRA,0.128,54,0.204,0.741,0.056,0.0,0.056,0.26
