TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
53970,UBÁ,MG,BOM PASTOR,0.705,1684,0.579,0.343,0.045,0.02,0.08,0.659
53970,UBÁ,MG,CENTRO,0.697,16110,0.454,0.465,0.037,0.027,0.079,0.533
53970,UBÁ,MG,ELDORADO,0.668,2894,0.522,0.407,0.038,0.02,0.071,0.593
53970,UBÁ,MG,VILA REGINA,0.656,1613,0.542,0.384,0.04,0.02,0.075,0.617
53970,UBÁ,MG,VILA CASAL,0.651,2499,0.509,0.418,0.034,0.026,0.072,0.581
53970,UBÁ,MG,PRIMAVERA,0.638,1600,0.54,0.389,0.026,0.029,0.071,0.611
53970,UBÁ,MG,PONTE PRETA,0.634,2296,0.54,0.396,0.028,0.023,0.063,0.603
53970,UBÁ,MG,INDUSTRIAL,0.631,3468,0.455,0.471,0.031,0.025,0.074,0.529
53970,UBÁ,MG,JOÃO TEIXEIRA ( TANQUINHO ),0.625,368,0.622,0.302,0.019,0.03,0.077,0.699
53970,UBÁ,MG,PELUSO,0.62,885,0.518,0.399,0.044,0.031,0.083,0.601
53970,UBÁ,MG,SANTA ALICE,0.619,1858,0.558,0.383,0.023,0.019,0.06,0.618
53970,UBÁ,MG,MIRAGAIA,0.614,403,0.68,0.258,0.025,0.03,0.062,0.742
53970,UBÁ,MG,ZONA RURAL,0.613,731,0.618,0.317,0.027,0.018,0.063,0.681
53970,UBÁ,MG,PALMEIRAS,0.612,934,0.554,0.376,0.028,0.026,0.071,0.625
53970,UBÁ,MG,SANTA BERNADETE,0.61,1540,0.471,0.447,0.041,0.023,0.081,0.552
53970,UBÁ,MG,AEROPORTO,0.608,197,0.589,0.32,0.041,0.01,0.091,0.68
53970,UBÁ,MG,VITÓRIA,0.603,1833,0.476,0.451,0.03,0.034,0.074,0.55
53970,UBÁ,MG,PIRES DA LUZ,0.602,999,0.612,0.331,0.025,0.02,0.057,0.669
53970,UBÁ,MG,COPACABANA,0.6,1012,0.504,0.419,0.035,0.029,0.078,0.582
53970,UBÁ,MG,DIAMANTE DE UBÁ,0.59,871,0.622,0.323,0.025,0.01,0.054,0.676
53970,UBÁ,MG,LOURIÇAL,0.581,1806,0.491,0.445,0.027,0.025,0.065,0.556
53970,UBÁ,MG,SAN RAPHAEL,0.581,2111,0.443,0.482,0.039,0.026,0.074,0.517
53970,UBÁ,MG,ANTÔNIO MARANHÃO,0.567,591,0.465,0.447,0.034,0.037,0.089,0.554
53970,UBÁ,MG,SANTANA,0.565,724,0.486,0.435,0.036,0.028,0.079,0.565
53970,UBÁ,MG,SÃO DOMINGOS,0.554,512,0.611,0.334,0.027,0.016,0.055,0.666
53970,UBÁ,MG,DISTRITO UBARI,0.546,412,0.687,0.269,0.022,0.015,0.044,0.731
53970,UBÁ,MG,SÃO SEBASTIÃO,0.544,1344,0.464,0.467,0.036,0.019,0.068,0.532
53970,UBÁ,MG,SÃO JOSÉ,0.535,361,0.504,0.418,0.042,0.022,0.078,0.582
53970,UBÁ,MG,INÊS GRÔPPO,0.528,728,0.434,0.484,0.043,0.029,0.083,0.517
53970,UBÁ,MG,POVOADO SÃO DOMINGOS,0.527,955,0.568,0.385,0.015,0.024,0.047,0.615
53970,UBÁ,MG,POVOADO LIGAÇÃO,0.489,304,0.438,0.477,0.069,0.007,0.086,0.524
53970,UBÁ,MG,SANTA CRUZ,0.482,657,0.438,0.49,0.038,0.018,0.071,0.509
53970,UBÁ,MG,DICO TEIXEIRA,0.367,197,0.442,0.497,0.03,0.015,0.06,0.502
