TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
81990,MAFRA,SC,NÃO ESPECIFICADO,0.614,54,0.815,0.13,0.019,0.0,0.057,0.872
81990,MAFRA,SC,GENERAL BRITO,0.531,233,0.476,0.429,0.077,0.013,0.094,0.57
81990,MAFRA,SC,CENTRO,0.525,6977,0.22,0.684,0.051,0.027,0.095,0.315
81990,MAFRA,SC,VILA DAS FLORES,0.496,2266,0.345,0.578,0.047,0.015,0.077,0.422
81990,MAFRA,SC,VILA FERROVIÁRIA,0.492,2361,0.212,0.673,0.062,0.032,0.114,0.326
81990,MAFRA,SC,JARDIM AMÉRICA,0.477,2979,0.267,0.647,0.053,0.018,0.085,0.352
81990,MAFRA,SC,VISTA ALEGRE,0.467,1750,0.266,0.638,0.064,0.018,0.097,0.363
81990,MAFRA,SC,VILA NOVA,0.465,4062,0.205,0.711,0.046,0.019,0.083,0.288
81990,MAFRA,SC,RESTINGA,0.454,2852,0.238,0.679,0.039,0.025,0.083,0.321
81990,MAFRA,SC,SALTINHO DO CANIVETE,0.425,575,0.391,0.539,0.037,0.023,0.071,0.462
81990,MAFRA,SC,FAXINAL,0.398,970,0.282,0.634,0.046,0.018,0.083,0.365
81990,MAFRA,SC,SÃO LOURENÇO,0.378,1172,0.165,0.747,0.047,0.022,0.088,0.253
81990,MAFRA,SC,RIO DO CEDRO,0.363,142,0.366,0.549,0.035,0.049,0.084,0.45
81990,MAFRA,SC,VILA IVETE,0.355,529,0.35,0.586,0.028,0.019,0.065,0.415
81990,MAFRA,SC,BUTIÁ DOS CARVALHOS,0.352,134,0.343,0.567,0.045,0.007,0.089,0.432
81990,MAFRA,SC,AVENCAL DO SALTINHO,0.331,339,0.183,0.717,0.056,0.009,0.101,0.284
81990,MAFRA,SC,CAMPINA KONKEL,0.32,128,0.273,0.625,0.094,0.008,0.102,0.375
81990,MAFRA,SC,AVENCAL DO MEIO,0.319,485,0.157,0.755,0.043,0.014,0.088,0.245
81990,MAFRA,SC,AUGUSTA VITÓRIA,0.303,239,0.155,0.745,0.059,0.017,0.101,0.256
81990,MAFRA,SC,AVENCAL DE CIMA,0.296,363,0.127,0.788,0.036,0.025,0.087,0.214
81990,MAFRA,SC,VILA RUTHES,0.29,373,0.225,0.697,0.043,0.016,0.077,0.302
81990,MAFRA,SC,RIO DA AREIA DO MEIO,0.282,223,0.283,0.641,0.04,0.027,0.075,0.358
81990,MAFRA,SC,RIO DA AREIA DE BAIXO,0.28,219,0.174,0.735,0.046,0.009,0.091,0.265
81990,MAFRA,SC,ESPIGÃO DO BUGRE,0.276,1494,0.175,0.772,0.028,0.017,0.053,0.228
81990,MAFRA,SC,BITUVINHA,0.264,252,0.238,0.687,0.067,0.008,0.075,0.313
81990,MAFRA,SC,AVENCAL SÃO PEDRO,0.262,103,0.33,0.602,0.049,0.01,0.069,0.399
81990,MAFRA,SC,BELA VISTA DO SUL,0.243,590,0.303,0.651,0.027,0.007,0.046,0.349
81990,MAFRA,SC,VILA GREIN,0.231,77,0.117,0.792,0.039,0.026,0.091,0.208
81990,MAFRA,SC,BUTIÁ DO LAGEADO,0.225,160,0.3,0.637,0.056,0.006,0.062,0.362
81990,MAFRA,SC,RIO BRANCO II,0.222,324,0.176,0.759,0.04,0.009,0.064,0.24
81990,MAFRA,SC,BUTIÁ DA PEDRA FINA,0.184,104,0.288,0.654,0.048,0.0,0.058,0.346
81990,MAFRA,SC,VILA PSCHEIDT,0.143,184,0.071,0.875,0.022,0.022,0.055,0.126
81990,MAFRA,SC,CAMPO SÃO LOURENÇO,0.134,205,0.166,0.785,0.024,0.005,0.049,0.215
81990,MAFRA,SC,BUTIÁ DOS TABORDAS,0.108,313,0.096,0.869,0.016,0.006,0.034,0.13
