TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
2534,MANACAPURU,AM,ZONA RURAL,0.723,10899,0.651,0.304,0.027,0.011,0.046,0.697
2534,MANACAPURU,AM,CENTRO,0.692,11577,0.526,0.412,0.033,0.019,0.061,0.587
2534,MANACAPURU,AM,TERRA PRETA,0.641,7558,0.499,0.444,0.03,0.017,0.057,0.556
2534,MANACAPURU,AM,BIRIBIRI,0.634,3328,0.573,0.377,0.026,0.017,0.05,0.623
2534,MANACAPURU,AM,CORRENTEZA,0.612,1786,0.597,0.351,0.03,0.011,0.052,0.649
2534,MANACAPURU,AM,LIBERDADE,0.598,8410,0.505,0.449,0.023,0.015,0.045,0.55
2534,MANACAPURU,AM,SÃO FRANCISCO,0.585,2622,0.495,0.448,0.034,0.017,0.058,0.553
2534,MANACAPURU,AM,NOVO MANACÁ,0.579,1726,0.552,0.396,0.027,0.016,0.053,0.605
2534,MANACAPURU,AM,SÃO JOSÉ,0.564,4934,0.462,0.488,0.029,0.012,0.051,0.513
2534,MANACAPURU,AM,APARECIDA,0.52,1542,0.531,0.423,0.026,0.013,0.045,0.576
2534,MANACAPURU,AM,MORADA DO SOL,0.507,1114,0.524,0.427,0.028,0.013,0.049,0.573
2534,MANACAPURU,AM,UNIÃO,0.466,940,0.461,0.483,0.038,0.011,0.056,0.517
