TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
36137,ITAMARAJU,BA,VARZEA ALEGRE,0.606,2953,0.578,0.379,0.017,0.015,0.044,0.622
36137,ITAMARAJU,BA,MAROTINHO,0.594,986,0.546,0.387,0.037,0.01,0.067,0.613
36137,ITAMARAJU,BA,NOVO PRADO,0.588,2179,0.579,0.374,0.016,0.017,0.045,0.624
36137,ITAMARAJU,BA,LIBERDADE,0.563,2186,0.544,0.409,0.02,0.013,0.046,0.59
36137,ITAMARAJU,BA,POVOADO PAU D'ALHO,0.553,578,0.713,0.253,0.022,0.009,0.034,0.747
36137,ITAMARAJU,BA,DISTRITO NOVA ALEGRIA,0.553,794,0.673,0.291,0.018,0.009,0.037,0.71
36137,ITAMARAJU,BA,POVOADO SAO JOAO DA PRATA,0.546,229,0.777,0.188,0.013,0.009,0.035,0.812
36137,ITAMARAJU,BA,POVOADO SAO PAULINHO,0.542,425,0.562,0.374,0.038,0.005,0.064,0.626
36137,ITAMARAJU,BA,POVOADO VILA UNIAO,0.532,345,0.701,0.258,0.026,0.014,0.04,0.741
36137,ITAMARAJU,BA,FATIMA,0.526,6876,0.392,0.553,0.031,0.015,0.056,0.448
36137,ITAMARAJU,BA,CRISTO REDENTOR,0.525,2549,0.544,0.425,0.017,0.01,0.031,0.575
36137,ITAMARAJU,BA,CENTRO,0.523,9811,0.418,0.535,0.022,0.017,0.047,0.465
36137,ITAMARAJU,BA,URBIS II,0.512,1165,0.47,0.469,0.024,0.017,0.061,0.531
36137,ITAMARAJU,BA,POVOADO CAMPO ALEGRE,0.504,327,0.654,0.303,0.021,0.006,0.042,0.696
36137,ITAMARAJU,BA,POVOADO PIRAJA,0.495,603,0.643,0.328,0.012,0.01,0.029,0.672
36137,ITAMARAJU,BA,DISTRITO PIRAGI,0.483,504,0.673,0.31,0.008,0.008,0.018,0.691
36137,ITAMARAJU,BA,SANTO ANTONIO DO MONTE,0.463,1281,0.473,0.48,0.022,0.019,0.048,0.521
36137,ITAMARAJU,BA,POVOADO ITABRASIL,0.441,228,0.522,0.421,0.044,0.004,0.057,0.579
