TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
71811,TATUÍ,SP,JARDIM SANTA RITA DE CASSIA,0.614,3181,0.392,0.517,0.051,0.028,0.09,0.482
71811,TATUÍ,SP,CENTRO,0.592,24117,0.288,0.613,0.06,0.027,0.099,0.387
71811,TATUÍ,SP,JARDIM ROSA GARCIA,0.582,2345,0.347,0.546,0.059,0.033,0.107,0.454
71811,TATUÍ,SP,VILA ANGELICA,0.548,2511,0.337,0.568,0.055,0.025,0.094,0.431
71811,TATUÍ,SP,VILA ESPERANCA,0.536,2946,0.322,0.587,0.062,0.02,0.09,0.412
71811,TATUÍ,SP,JARDIM TOKIO,0.536,3435,0.335,0.584,0.049,0.02,0.082,0.417
71811,TATUÍ,SP,CDHU,0.534,2775,0.3,0.6,0.058,0.03,0.099,0.399
71811,TATUÍ,SP,JARDIM SANTA CRUZ,0.532,2667,0.279,0.613,0.068,0.029,0.108,0.387
71811,TATUÍ,SP,VILA DOUTOR LAURINDO,0.529,3495,0.283,0.621,0.059,0.026,0.096,0.379
71811,TATUÍ,SP,BOQUEIRAO,0.527,2516,0.341,0.574,0.055,0.02,0.085,0.426
71811,TATUÍ,SP,BAIRRO TANQUINHO,0.52,238,0.42,0.466,0.063,0.038,0.114,0.534
71811,TATUÍ,SP,JARDIM LUCILA,0.514,3719,0.274,0.636,0.053,0.03,0.091,0.365
71811,TATUÍ,SP,VALINHOS,0.511,3031,0.297,0.615,0.053,0.026,0.088,0.385
71811,TATUÍ,SP,JARDIM MANOEL DE ABREU,0.51,2119,0.29,0.608,0.057,0.03,0.102,0.392
71811,TATUÍ,SP,JARDIM GONZAGA,0.482,509,0.393,0.519,0.071,0.01,0.089,0.482
71811,TATUÍ,SP,BAIRRO CONGONHAL,0.472,514,0.339,0.554,0.08,0.014,0.108,0.447
71811,TATUÍ,SP,VILA SAO CRISTOVAO,0.467,1310,0.33,0.587,0.05,0.024,0.085,0.415
71811,TATUÍ,SP,BAIRRO SANTA CRUZ,0.454,857,0.322,0.586,0.053,0.025,0.093,0.415
71811,TATUÍ,SP,JARDIM LIRIO,0.446,451,0.33,0.565,0.053,0.031,0.104,0.434
71811,TATUÍ,SP,BAIRRO DOS MIRANDAS,0.434,592,0.285,0.605,0.071,0.025,0.11,0.395
71811,TATUÍ,SP,BAIRRO DA AMERICANA,0.399,385,0.436,0.504,0.049,0.01,0.059,0.495
71811,TATUÍ,SP,BAIRRO DOS OLIVEIRAS,0.346,117,0.239,0.615,0.12,0.026,0.146,0.385
