TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
34819,CORIBE,BA,CENTRO,0.714,4910,0.727,0.236,0.011,0.014,0.035,0.762
34819,CORIBE,BA,POVOADO COLONIA DO FORMOSO,0.646,1145,0.749,0.21,0.013,0.016,0.041,0.79
34819,CORIBE,BA,POVOADO RANCHINHO,0.638,831,0.805,0.164,0.008,0.012,0.031,0.836
34819,CORIBE,BA,POVOADO VILA NOVA,0.616,652,0.765,0.196,0.002,0.015,0.039,0.804
34819,CORIBE,BA,POVOADO GERMANIA,0.602,236,0.864,0.106,0.008,0.021,0.029,0.893
34819,CORIBE,BA,DISTRITO DESCOBERTO,0.588,922,0.645,0.306,0.025,0.015,0.049,0.694
34819,CORIBE,BA,POVOADO PONTA D'ÁGUA,0.577,168,0.887,0.095,0.006,0.012,0.018,0.905
34819,CORIBE,BA,POVOADO PLÁCIDOS,0.574,92,0.87,0.098,0.0,0.0,0.033,0.903
34819,CORIBE,BA,POVOADO MORRÃO,0.572,132,0.924,0.076,0.0,0.0,0.0,0.924
34819,CORIBE,BA,POVOADO POUSO ALTO,0.556,110,0.882,0.1,0.018,0.0,0.018,0.9
