TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
63134,CARAPICUÍBA,SP,COHAB,0.849,28298,0.488,0.371,0.076,0.048,0.142,0.63
63134,CARAPICUÍBA,SP,CIDADE ARISTON ESTELA AZEVEDO,0.836,18301,0.538,0.361,0.046,0.042,0.101,0.639
63134,CARAPICUÍBA,SP,JARDIM ANA ESTELLA,0.828,4184,0.535,0.343,0.061,0.048,0.121,0.656
63134,CARAPICUÍBA,SP,VILA SILVIANIA,0.827,17222,0.51,0.381,0.053,0.042,0.108,0.618
63134,CARAPICUÍBA,SP,JARDIM ANA MARIA,0.824,5560,0.513,0.367,0.059,0.042,0.121,0.634
63134,CARAPICUÍBA,SP,ALTO DO SANTA LUCIA,0.822,9562,0.536,0.364,0.047,0.041,0.099,0.635
63134,CARAPICUÍBA,SP,JARDIM YAYA,0.821,10758,0.497,0.387,0.06,0.039,0.115,0.612
63134,CARAPICUÍBA,SP,JARDIM SANTA CATARINA,0.812,3910,0.571,0.331,0.043,0.044,0.098,0.669
63134,CARAPICUÍBA,SP,VILA SANTA TEREZINHA,0.806,4827,0.499,0.38,0.067,0.04,0.121,0.62
63134,CARAPICUÍBA,SP,CENTRO,0.804,12085,0.464,0.413,0.065,0.042,0.123,0.587
63134,CARAPICUÍBA,SP,VILA AMERICA,0.8,3892,0.525,0.366,0.044,0.048,0.11,0.635
63134,CARAPICUÍBA,SP,JARDIM TONATO,0.8,5135,0.514,0.377,0.056,0.037,0.107,0.621
63134,CARAPICUÍBA,SP,JARDIM JUSSARA,0.797,4741,0.48,0.392,0.068,0.044,0.129,0.609
63134,CARAPICUÍBA,SP,PARQUE JANDAIA,0.789,5464,0.479,0.406,0.06,0.042,0.117,0.596
63134,CARAPICUÍBA,SP,JARDIM MARIA BEATRIZ,0.785,6595,0.504,0.397,0.052,0.034,0.099,0.603
63134,CARAPICUÍBA,SP,VILA MARGARIDA,0.783,4643,0.47,0.406,0.062,0.047,0.125,0.595
63134,CARAPICUÍBA,SP,VILA CRISTINA,0.783,3120,0.482,0.377,0.079,0.041,0.14,0.622
63134,CARAPICUÍBA,SP,JARDIM NOVO HORIZONTE,0.783,5060,0.512,0.388,0.049,0.036,0.1,0.612
63134,CARAPICUÍBA,SP,JARDIM ANGELA MARIA,0.782,3666,0.506,0.383,0.059,0.039,0.111,0.617
63134,CARAPICUÍBA,SP,VILA GOBBI,0.779,3585,0.5,0.388,0.054,0.043,0.113,0.613
63134,CARAPICUÍBA,SP,VILA CALDAS,0.778,5718,0.448,0.422,0.067,0.045,0.131,0.579
63134,CARAPICUÍBA,SP,JARDIM GOPIUVA,0.773,3981,0.461,0.408,0.066,0.048,0.131,0.592
63134,CARAPICUÍBA,SP,CHACARA QUIRIRI,0.771,5075,0.455,0.423,0.064,0.04,0.123,0.578
63134,CARAPICUÍBA,SP,JARDIM SANTA BRIGIDA,0.77,3877,0.479,0.403,0.068,0.037,0.116,0.595
63134,CARAPICUÍBA,SP,JARDIM NOVA CARAPICUIBA,0.764,2028,0.605,0.305,0.037,0.036,0.089,0.694
63134,CARAPICUÍBA,SP,PARQUE SANTA TEREZA,0.759,3247,0.516,0.385,0.043,0.043,0.099,0.615
63134,CARAPICUÍBA,SP,JARDIM MARIA RITA,0.759,3812,0.462,0.415,0.06,0.045,0.121,0.583
63134,CARAPICUÍBA,SP,VILA SUL AMERICANA,0.756,3897,0.445,0.423,0.064,0.048,0.131,0.576
63134,CARAPICUÍBA,SP,VILA MUNICIPAL,0.756,2761,0.582,0.334,0.035,0.038,0.083,0.665
63134,CARAPICUÍBA,SP,JARDIM MARILU,0.754,2600,0.497,0.389,0.06,0.04,0.114,0.611
63134,CARAPICUÍBA,SP,JARDIM PLANALTO,0.754,1752,0.539,0.349,0.047,0.045,0.112,0.651
63134,CARAPICUÍBA,SP,JARDIM SAO DANIEL,0.754,4075,0.479,0.416,0.056,0.038,0.105,0.584
63134,CARAPICUÍBA,SP,VILA MERCES,0.741,3399,0.485,0.412,0.046,0.041,0.102,0.587
63134,CARAPICUÍBA,SP,VILA HELENA,0.738,2015,0.567,0.342,0.042,0.035,0.089,0.656
63134,CARAPICUÍBA,SP,VILA ROSA,0.73,1973,0.488,0.396,0.051,0.054,0.118,0.606
63134,CARAPICUÍBA,SP,VILA VELOSO,0.725,3547,0.502,0.409,0.045,0.033,0.088,0.59
63134,CARAPICUÍBA,SP,VILA LOURDES,0.719,2629,0.485,0.415,0.043,0.04,0.101,0.586
63134,CARAPICUÍBA,SP,VILA DA OPORTUNIDADE,0.706,2084,0.488,0.407,0.041,0.049,0.102,0.59
63134,CARAPICUÍBA,SP,VILA GUSTAVO CORREIA,0.704,2344,0.478,0.42,0.049,0.039,0.101,0.579
