TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
31577,ITABAIANA,SE,CENTRO,0.781,17035,0.562,0.362,0.037,0.033,0.075,0.637
31577,ITABAIANA,SE,SERRANO,0.775,5847,0.542,0.372,0.038,0.04,0.085,0.627
31577,ITABAIANA,SE,ROTARY CLUB,0.757,4948,0.57,0.357,0.031,0.035,0.075,0.645
31577,ITABAIANA,SE,PORTO,0.752,7560,0.593,0.342,0.028,0.031,0.065,0.658
31577,ITABAIANA,SE,MAMEDE PAES MENDONCA,0.751,2495,0.56,0.349,0.023,0.061,0.09,0.65
31577,ITABAIANA,SE,SAO CRISTOVAO,0.678,2229,0.677,0.274,0.02,0.026,0.05,0.727
31577,ITABAIANA,SE,POVOADO CAJAÍBA,0.674,1580,0.697,0.253,0.02,0.027,0.052,0.749
31577,ITABAIANA,SE,POVOADO CABEÇA DO RUSSO,0.669,412,0.553,0.335,0.061,0.039,0.112,0.665
31577,ITABAIANA,SE,POVOADO RIO DAS PEDRAS,0.664,1831,0.559,0.372,0.031,0.028,0.071,0.63
31577,ITABAIANA,SE,BANANEIRA,0.65,1990,0.613,0.331,0.024,0.024,0.056,0.669
31577,ITABAIANA,SE,MARIANGA,0.645,1797,0.567,0.37,0.028,0.031,0.065,0.632
31577,ITABAIANA,SE,POVOADO CARAÍBAS,0.636,379,0.71,0.227,0.032,0.026,0.063,0.773
31577,ITABAIANA,SE,POVOADO BOM JARDIM,0.62,558,0.699,0.247,0.029,0.02,0.055,0.754
31577,ITABAIANA,SE,QUEIMADAS,0.62,1672,0.675,0.284,0.017,0.023,0.041,0.716
31577,ITABAIANA,SE,POVOADO TERRA DURA,0.611,547,0.607,0.324,0.037,0.027,0.069,0.676
31577,ITABAIANA,SE,MIGUEL TELES DE MENDONCA,0.604,2063,0.629,0.328,0.015,0.023,0.041,0.67
31577,ITABAIANA,SE,POVOADO CARRILHO,0.59,554,0.623,0.316,0.036,0.018,0.061,0.684
31577,ITABAIANA,SE,POVOADO PÉ DO VEADO,0.567,704,0.497,0.426,0.047,0.027,0.077,0.574
31577,ITABAIANA,SE,POVOADO SÃO JOSÉ,0.567,258,0.605,0.326,0.035,0.035,0.07,0.675
31577,ITABAIANA,SE,POVOADO VARZEA DO GAMA II,0.561,79,0.494,0.38,0.051,0.076,0.127,0.621
31577,ITABAIANA,SE,POVOADO MANGUEIRA,0.557,447,0.678,0.275,0.018,0.027,0.047,0.725
31577,ITABAIANA,SE,RIACHO DOCE,0.554,414,0.742,0.225,0.017,0.012,0.034,0.776
31577,ITABAIANA,SE,CJTO GILTON GARCIA,0.533,690,0.588,0.362,0.016,0.025,0.05,0.638
31577,ITABAIANA,SE,POVOADO AGROVILA,0.531,634,0.544,0.397,0.03,0.024,0.059,0.603
31577,ITABAIANA,SE,POVOADO MANGABEIRA,0.528,354,0.525,0.404,0.031,0.034,0.071,0.596
31577,ITABAIANA,SE,POVOADO SERRA,0.511,298,0.681,0.279,0.017,0.02,0.04,0.721
31577,ITABAIANA,SE,JOSE MILTON MACHADO,0.501,406,0.648,0.313,0.032,0.007,0.039,0.687
31577,ITABAIANA,SE,OVIEDO TEIXEIRA,0.438,207,0.618,0.343,0.0,0.024,0.039,0.657
