TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
7730,DOM PEDRO,MA,BAIRRO DO FILIPINHO - ZONA URBANA,0.653,4563,0.629,0.331,0.012,0.026,0.039,0.668
7730,DOM PEDRO,MA,CENTRO - ZONA URBANA,0.637,2455,0.657,0.302,0.015,0.024,0.041,0.698
7730,DOM PEDRO,MA,POVOADO CAMARA - ZONA RURAL,0.635,133,0.729,0.195,0.015,0.06,0.075,0.804
7730,DOM PEDRO,MA,POVOADO PEDRO I - ZONA RURAL,0.627,689,0.72,0.231,0.015,0.032,0.05,0.77
7730,DOM PEDRO,MA,BAIRRO DA CEASA - ZONA URBANA,0.616,1557,0.672,0.286,0.008,0.03,0.042,0.714
7730,DOM PEDRO,MA,POV.VILA SAO PEDRO - ZONA RURAL,0.614,270,0.878,0.096,0.0,0.022,0.026,0.904
7730,DOM PEDRO,MA,POVOADO SANTA VITORIA - ZONA RURAL,0.608,637,0.777,0.188,0.006,0.025,0.034,0.811
7730,DOM PEDRO,MA,BAIRRO ALTO DO PACOTE - ZONA URBANA,0.595,1278,0.689,0.275,0.013,0.022,0.037,0.726
7730,DOM PEDRO,MA,POVOADO TRIANGULO - ZONA RURAL,0.575,448,0.728,0.23,0.007,0.033,0.042,0.77
7730,DOM PEDRO,MA,VILA RIBAMAR I - ZONA URBANA,0.555,364,0.758,0.209,0.008,0.019,0.033,0.791
7730,DOM PEDRO,MA,POV.CENTRO DO PRIMO - ZONA RURAL,0.536,492,0.744,0.236,0.004,0.014,0.02,0.764
7730,DOM PEDRO,MA,BAIRRO CANDIDO HERMES - ZONA URBANA,0.506,573,0.674,0.3,0.005,0.017,0.026,0.7
