TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
88889,PASSA SETE,RS,BAIXO PASSA SETE,0.63,155,0.619,0.284,0.058,0.039,0.097,0.716
88889,PASSA SETE,RS,CAMPO DE SOBRADINHO,0.619,534,0.464,0.418,0.064,0.041,0.118,0.582
88889,PASSA SETE,RS,COSTA DO RIO,0.545,48,0.521,0.375,0.062,0.021,0.104,0.625
88889,PASSA SETE,RS,CENTRO,0.534,570,0.428,0.481,0.044,0.035,0.092,0.52
88889,PASSA SETE,RS,MURTA,0.516,342,0.629,0.322,0.023,0.023,0.049,0.678
88889,PASSA SETE,RS,TRAVESSA KARNOPP,0.509,125,0.568,0.36,0.048,0.024,0.072,0.64
88889,PASSA SETE,RS,INTERIOR,0.477,122,0.738,0.23,0.016,0.008,0.032,0.77
88889,PASSA SETE,RS,PITINGAL,0.475,666,0.429,0.502,0.039,0.021,0.071,0.5
88889,PASSA SETE,RS,SERRA VELHA,0.361,243,0.502,0.457,0.004,0.025,0.041,0.543
88889,PASSA SETE,RS,CAÇADOR,0.339,88,0.511,0.443,0.023,0.011,0.045,0.556
88889,PASSA SETE,RS,LAJEADO SOBRADINHO,0.33,54,0.593,0.389,0.0,0.019,0.019,0.612
88889,PASSA SETE,RS,ALTO TAQUARI,0.291,89,0.562,0.438,0.0,0.0,0.0,0.562
