TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
47716,LIMA DUARTE,MG,CENTRO,0.824,5303,0.628,0.288,0.042,0.026,0.082,0.71
47716,LIMA DUARTE,MG,CRUZEIRO,0.707,1405,0.708,0.233,0.029,0.02,0.06,0.768
47716,LIMA DUARTE,MG,DISTRITO DE CONCEICAO DE IBITIPOCA,0.695,665,0.69,0.238,0.042,0.02,0.073,0.763
47716,LIMA DUARTE,MG,DISTRITO DE SAO JOSE DOS LOPES,0.691,208,0.74,0.178,0.048,0.0,0.082,0.822
47716,LIMA DUARTE,MG,MANEJO,0.672,604,0.707,0.228,0.031,0.02,0.065,0.772
47716,LIMA DUARTE,MG,DISTRITO DE SAO DOMINGOS DA BOCAINA,0.654,257,0.673,0.245,0.051,0.008,0.082,0.755
47716,LIMA DUARTE,MG,BATATAL,0.642,443,0.81,0.147,0.02,0.016,0.043,0.853
47716,LIMA DUARTE,MG,ORVALHO,0.63,379,0.712,0.227,0.032,0.018,0.061,0.773
47716,LIMA DUARTE,MG,VILA CRUZEIRO,0.625,607,0.768,0.191,0.023,0.012,0.042,0.81
47716,LIMA DUARTE,MG,LARANJEIRAS,0.538,112,0.857,0.125,0.009,0.0,0.018,0.875
47716,LIMA DUARTE,MG,BARREIRA,0.519,139,0.655,0.288,0.022,0.029,0.058,0.713
47716,LIMA DUARTE,MG,POCO DA PEDRA,0.503,293,0.734,0.242,0.014,0.003,0.024,0.758
47716,LIMA DUARTE,MG,CAPOEIRAO,0.497,87,0.805,0.172,0.011,0.0,0.022,0.827
47716,LIMA DUARTE,MG,VARZEA DO BRUMADO,0.463,92,0.761,0.217,0.0,0.011,0.022,0.783
47716,LIMA DUARTE,MG,MOGOL,0.438,55,0.745,0.236,0.018,0.0,0.018,0.763
47716,LIMA DUARTE,MG,MONTE VERDE,0.239,39,0.282,0.641,0.0,0.026,0.077,0.359
