TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
80241,SANTA ROSA DO SUL,SC,CENTRO,0.457,2808,0.282,0.64,0.043,0.019,0.077,0.359
80241,SANTA ROSA DO SUL,SC,LAGEADO,0.37,137,0.299,0.584,0.095,0.015,0.117,0.416
80241,SANTA ROSA DO SUL,SC,VILA NOVA,0.364,196,0.378,0.546,0.061,0.015,0.076,0.454
80241,SANTA ROSA DO SUL,SC,SANGA DA AREIA,0.323,155,0.368,0.561,0.039,0.013,0.071,0.439
80241,SANTA ROSA DO SUL,SC,VILA BITENCOURT,0.312,284,0.271,0.648,0.06,0.007,0.082,0.353
80241,SANTA ROSA DO SUL,SC,PARQUE ROSITA,0.31,262,0.332,0.599,0.042,0.011,0.069,0.401
80241,SANTA ROSA DO SUL,SC,JAGUARARI,0.293,466,0.341,0.605,0.041,0.011,0.054,0.395
80241,SANTA ROSA DO SUL,SC,NOVO HORIZONTE,0.285,240,0.342,0.596,0.046,0.004,0.062,0.404
80241,SANTA ROSA DO SUL,SC,VILA SÃO CRISTOVÃO,0.232,774,0.227,0.722,0.028,0.016,0.05,0.277
80241,SANTA ROSA DO SUL,SC,BELA VISTA,0.225,396,0.217,0.725,0.038,0.015,0.059,0.276
80241,SANTA ROSA DO SUL,SC,PEROBA,0.222,235,0.243,0.694,0.034,0.026,0.064,0.307
