TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
87998,PORTÃO,RS,PORTÃO VELHO,0.596,5769,0.409,0.521,0.04,0.023,0.07,0.479
87998,PORTÃO,RS,ESTAÇÃO PORTÃO,0.574,3945,0.384,0.54,0.037,0.028,0.076,0.46
87998,PORTÃO,RS,CENTRO,0.541,3260,0.325,0.587,0.04,0.033,0.088,0.413
87998,PORTÃO,RS,CACHOEIRA,0.515,606,0.508,0.429,0.048,0.01,0.063,0.571
87998,PORTÃO,RS,RINCÃO DO CASCALHO,0.505,2457,0.392,0.542,0.036,0.02,0.065,0.457
87998,PORTÃO,RS,VILA SÃO JORGE,0.503,1912,0.38,0.549,0.038,0.024,0.073,0.453
87998,PORTÃO,RS,AREIÃO,0.491,396,0.414,0.497,0.048,0.028,0.09,0.504
87998,PORTÃO,RS,PARQUE NETTO,0.446,1296,0.349,0.579,0.034,0.027,0.074,0.423
87998,PORTÃO,RS,SERTÃO CAPIVARA,0.313,205,0.22,0.678,0.068,0.024,0.102,0.322
87998,PORTÃO,RS,SOCORRO,0.272,157,0.427,0.529,0.032,0.006,0.044,0.471
