TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
38253,RIACHÃO DAS NEVES,BA,DISTRITO DE CARIPARE ,0.71,1921,0.814,0.153,0.011,0.01,0.033,0.847
38253,RIACHÃO DAS NEVES,BA,POVOADO PAJEU DE GERAIS,0.689,654,0.945,0.04,0.003,0.005,0.016,0.961
38253,RIACHÃO DAS NEVES,BA,CENTRO,0.682,5433,0.703,0.269,0.014,0.01,0.028,0.731
38253,RIACHÃO DAS NEVES,BA,POVOADO PINTOR,0.653,460,0.937,0.059,0.0,0.0,0.004,0.941
38253,RIACHÃO DAS NEVES,BA,POVOADO PAJEU DE CANUDOS,0.635,270,0.867,0.096,0.011,0.026,0.037,0.904
38253,RIACHÃO DAS NEVES,BA,POVOADO AREIAS,0.618,258,0.907,0.074,0.004,0.012,0.02,0.927
38253,RIACHÃO DAS NEVES,BA,POVOADO BARRA DO RIACHO,0.617,514,0.829,0.146,0.012,0.012,0.026,0.855
38253,RIACHÃO DAS NEVES,BA,POVOADO NEVES,0.601,174,0.943,0.046,0.0,0.0,0.011,0.954
38253,RIACHÃO DAS NEVES,BA,DISTRITO SAO JOSE DO RIO GRANDE,0.6,1451,0.713,0.258,0.014,0.01,0.029,0.742
38253,RIACHÃO DAS NEVES,BA,POVOADO BARRIGUDA,0.59,192,0.875,0.099,0.01,0.016,0.026,0.901
38253,RIACHÃO DAS NEVES,BA,POVOADO PRAZERES,0.586,310,0.742,0.21,0.003,0.029,0.048,0.79
38253,RIACHÃO DAS NEVES,BA,POVOADO MALHADA DE AREIAS,0.574,256,0.844,0.137,0.012,0.008,0.02,0.864
38253,RIACHÃO DAS NEVES,BA,POVOADO ENTRONCAMENTO,0.572,821,0.739,0.235,0.011,0.011,0.025,0.764
38253,RIACHÃO DAS NEVES,BA,POVOADO RODAGEM,0.57,202,0.832,0.139,0.015,0.015,0.03,0.862
38253,RIACHÃO DAS NEVES,BA,POVOADO SANTA RAFAELA,0.561,122,0.902,0.09,0.0,0.008,0.008,0.91
38253,RIACHÃO DAS NEVES,BA,POVOADO CANUDOS,0.558,243,0.848,0.144,0.0,0.008,0.008,0.856
38253,RIACHÃO DAS NEVES,BA,POVOADO TAPERA,0.554,99,0.879,0.101,0.0,0.02,0.02,0.899
38253,RIACHÃO DAS NEVES,BA,ASSENTAMENTO RIO BRANCO,0.549,423,0.778,0.203,0.007,0.005,0.019,0.797
38253,RIACHÃO DAS NEVES,BA,POVOADO PILOES,0.513,176,0.79,0.188,0.017,0.006,0.023,0.813
38253,RIACHÃO DAS NEVES,BA,POVOADO CASTELO GERAIS,0.495,184,0.793,0.201,0.0,0.005,0.005,0.798
38253,RIACHÃO DAS NEVES,BA,POVOADO CURRAL VELHO,0.43,65,0.738,0.246,0.0,0.015,0.015,0.753
