TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
6130,LARANJAL DO JARI,AP,AGRESTE,0.731,6472,0.493,0.423,0.045,0.034,0.083,0.576
6130,LARANJAL DO JARI,AP,CENTRO,0.715,4187,0.637,0.309,0.02,0.028,0.054,0.691
6130,LARANJAL DO JARI,AP,VILA AGUA BRANCA DO CAJARI,0.653,609,0.837,0.128,0.023,0.011,0.034,0.871
6130,LARANJAL DO JARI,AP,NOVA ESPERANCA,0.647,903,0.524,0.386,0.037,0.04,0.09,0.614
6130,LARANJAL DO JARI,AP,IRATAPURU,0.642,137,0.818,0.124,0.029,0.029,0.058,0.876
6130,LARANJAL DO JARI,AP,PROSPERIDADE,0.632,709,0.52,0.388,0.039,0.048,0.091,0.611
6130,LARANJAL DO JARI,AP,LOTEAMENTO CAJARY,0.629,2017,0.6,0.346,0.024,0.025,0.053,0.653
6130,LARANJAL DO JARI,AP,VILA DO MURIACA,0.604,163,0.994,0.006,0.0,0.0,0.0,0.994
6130,LARANJAL DO JARI,AP,COMUNIDADE DOS MARTINS,0.6,127,0.898,0.071,0.024,0.008,0.032,0.93
6130,LARANJAL DO JARI,AP,LOTEAMENTO SARNEY,0.596,1373,0.617,0.335,0.016,0.025,0.049,0.666
6130,LARANJAL DO JARI,AP,CASTANHEIRA,0.592,1395,0.525,0.409,0.029,0.031,0.065,0.59
6130,LARANJAL DO JARI,AP,COMUNIDADE BOCA DO BRAÇO,0.591,178,0.927,0.067,0.0,0.0,0.006,0.933
6130,LARANJAL DO JARI,AP,MALVINAS,0.586,865,0.696,0.262,0.018,0.017,0.04,0.736
6130,LARANJAL DO JARI,AP,VILA DA PADARIA,0.585,213,0.85,0.122,0.005,0.019,0.029,0.879
6130,LARANJAL DO JARI,AP,SAGRADO CORACAO DE JESUS,0.572,941,0.655,0.302,0.022,0.013,0.043,0.698
6130,LARANJAL DO JARI,AP,ASSENTAMENTO MARIA DE NAZARE,0.525,432,0.562,0.377,0.03,0.025,0.06,0.622
