TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
38210,REMANSO,BA,QUADRA 02,0.753,1488,0.732,0.203,0.023,0.036,0.066,0.798
38210,REMANSO,BA,CENTRO,0.742,6348,0.682,0.268,0.018,0.026,0.049,0.731
38210,REMANSO,BA,POVOADO FORMOSO,0.726,196,0.898,0.041,0.01,0.026,0.061,0.959
38210,REMANSO,BA,QUADRA 20,0.716,1639,0.792,0.165,0.014,0.024,0.044,0.836
38210,REMANSO,BA,POVOADO MALHADINHA,0.714,810,0.87,0.09,0.021,0.014,0.04,0.91
38210,REMANSO,BA,POVOADO TAMBURIL,0.709,443,0.919,0.041,0.002,0.025,0.041,0.96
38210,REMANSO,BA,POVOADO ESPINHEIRO,0.697,428,0.855,0.096,0.014,0.023,0.049,0.904
38210,REMANSO,BA,POVOADO MARAVILHA,0.691,531,0.925,0.045,0.015,0.009,0.03,0.955
38210,REMANSO,BA,ÁREA INDUSTRIAL,0.675,936,0.854,0.12,0.009,0.014,0.027,0.881
38210,REMANSO,BA,QUADRA 01,0.673,1579,0.701,0.248,0.013,0.035,0.051,0.752
38210,REMANSO,BA,POVOADO ESTACADA,0.673,265,0.932,0.03,0.0,0.026,0.038,0.97
38210,REMANSO,BA,POVOADO JATOBÁ,0.672,484,0.936,0.043,0.008,0.008,0.02,0.956
38210,REMANSO,BA,POVOADO NEGROS,0.669,315,0.898,0.063,0.006,0.029,0.038,0.936
38210,REMANSO,BA,POVOADO LAGES,0.663,422,0.957,0.028,0.007,0.007,0.014,0.971
38210,REMANSO,BA,POVOADO SALINA DO BREJO,0.662,482,0.817,0.137,0.004,0.033,0.045,0.862
38210,REMANSO,BA,POVOADO MARCOS,0.661,676,0.885,0.096,0.007,0.01,0.018,0.903
38210,REMANSO,BA,POVOADO LAGOA DO BARRO DOS BAIOS,0.66,485,0.922,0.062,0.0,0.002,0.016,0.938
38210,REMANSO,BA,POVOADO MELANCIA,0.652,288,0.934,0.038,0.017,0.007,0.027,0.961
38210,REMANSO,BA,ASSENTAMENTO CANAÃ,0.649,150,0.94,0.02,0.013,0.027,0.04,0.98
38210,REMANSO,BA,POVOADO XIQUE-XIQUE,0.648,259,0.942,0.031,0.015,0.008,0.027,0.969
38210,REMANSO,BA,POVOADO PIMENTEIRA,0.647,335,0.916,0.06,0.003,0.015,0.024,0.94
38210,REMANSO,BA,QUADRA 14,0.647,705,0.834,0.136,0.007,0.016,0.029,0.863
38210,REMANSO,BA,POVOADO SALINA DO JOSÉ DESIDÉRIO,0.645,301,0.93,0.047,0.0,0.023,0.023,0.953
38210,REMANSO,BA,POVOADO CANTINHO,0.645,221,0.932,0.036,0.009,0.014,0.032,0.964
38210,REMANSO,BA,POVOADO FLORETO,0.643,283,0.936,0.042,0.014,0.004,0.022,0.958
38210,REMANSO,BA,POVOADO LAGOA DO BARRO DO JANUÁRIO,0.64,320,0.944,0.044,0.0,0.009,0.012,0.956
38210,REMANSO,BA,POVOADO VILA APARECIDA,0.638,244,0.963,0.016,0.008,0.012,0.02,0.983
38210,REMANSO,BA,POVOADO IGUARAPÉ,0.633,392,0.888,0.092,0.003,0.005,0.021,0.909
38210,REMANSO,BA,POVOADO PAU FERRO,0.633,227,0.868,0.093,0.018,0.022,0.04,0.908
38210,REMANSO,BA,POVOADO SALINAS GRANDES,0.626,213,0.962,0.019,0.009,0.009,0.018,0.98
38210,REMANSO,BA,QUADRA 13,0.626,447,0.796,0.161,0.027,0.011,0.042,0.838
38210,REMANSO,BA,POVOADO LAGOA DO GIL,0.611,168,0.929,0.048,0.006,0.012,0.024,0.953
38210,REMANSO,BA,POVOADO LAGOA DOS LOPES,0.608,141,0.957,0.021,0.0,0.007,0.021,0.978
38210,REMANSO,BA,POVOADO DESTERRO,0.605,294,0.864,0.112,0.0,0.01,0.024,0.888
38210,REMANSO,BA,POVOADO GARAJAU,0.605,168,0.935,0.048,0.0,0.012,0.018,0.953
38210,REMANSO,BA,POVOADO TABULEIRO,0.592,142,0.894,0.077,0.007,0.014,0.028,0.922
38210,REMANSO,BA,POVOADO PLANTA,0.586,230,0.843,0.126,0.004,0.026,0.03,0.873
38210,REMANSO,BA,POVOADO BARRA,0.585,144,0.882,0.09,0.007,0.021,0.028,0.91
38210,REMANSO,BA,POVOADO LAGOA DOS CAVALOS,0.58,83,0.988,0.012,0.0,0.0,0.0,0.988
38210,REMANSO,BA,POVOADO CALDEIRÃO DO SAL,0.577,67,0.985,0.015,0.0,0.0,0.0,0.985
38210,REMANSO,BA,POVOADO TANQUE NOVO,0.572,127,0.858,0.11,0.016,0.016,0.032,0.89
38210,REMANSO,BA,POVOADO CAITITU,0.57,87,0.931,0.057,0.0,0.0,0.011,0.942
38210,REMANSO,BA,POVOADO CAPIVARA,0.556,158,0.873,0.114,0.006,0.006,0.012,0.885
