TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
56413,ECOPORANGA,ES,COTAXÉ,0.665,432,0.706,0.225,0.046,0.021,0.069,0.775
56413,ECOPORANGA,ES,ASSENTAMENTO FRANQUEZA-REALEZA,0.633,111,0.892,0.063,0.018,0.018,0.045,0.937
56413,ECOPORANGA,ES,NOSSA SENHORA APARECIDA,0.594,1947,0.557,0.39,0.027,0.021,0.053,0.61
56413,ECOPORANGA,ES,MURITIBA,0.592,404,0.696,0.25,0.027,0.022,0.054,0.75
56413,ECOPORANGA,ES,CENTRO,0.591,5062,0.454,0.487,0.038,0.016,0.059,0.513
56413,ECOPORANGA,ES,VILA PRATA DOS BAIANOS,0.577,685,0.686,0.27,0.031,0.009,0.044,0.73
56413,ECOPORANGA,ES,SÃO GERALDO,0.556,206,0.65,0.286,0.034,0.019,0.063,0.713
56413,ECOPORANGA,ES,PATRIMÔNIO DO VERMELHO,0.554,223,0.749,0.206,0.036,0.0,0.044,0.793
56413,ECOPORANGA,ES,JOASSUBA,0.551,697,0.638,0.316,0.017,0.023,0.045,0.683
56413,ECOPORANGA,ES,POVOADO DE SANTA RITA,0.549,199,0.603,0.327,0.05,0.02,0.07,0.673
56413,ECOPORANGA,ES,CÓRREGO DA PALMEIRA,0.533,459,0.702,0.264,0.017,0.007,0.035,0.737
56413,ECOPORANGA,ES,ITAPEBA,0.521,158,0.582,0.348,0.038,0.032,0.07,0.652
56413,ECOPORANGA,ES,RIBEIRÃOZINHO,0.517,357,0.725,0.246,0.02,0.008,0.028,0.753
56413,ECOPORANGA,ES,VILA NOVA,0.513,960,0.565,0.392,0.024,0.016,0.044,0.609
56413,ECOPORANGA,ES,PATRIMÔNIO DO DOIS DE SETEMBRO,0.508,233,0.708,0.253,0.013,0.026,0.039,0.747
56413,ECOPORANGA,ES,CÓRREGO DA DOURADA,0.475,65,0.692,0.262,0.031,0.015,0.046,0.738
56413,ECOPORANGA,ES,IMBURANA,0.469,724,0.564,0.399,0.029,0.006,0.037,0.601
56413,ECOPORANGA,ES,SANTA TEREZINHA,0.424,453,0.51,0.444,0.024,0.011,0.045,0.555
56413,ECOPORANGA,ES,SANTA LUZIA DO NORTE,0.341,286,0.517,0.455,0.01,0.01,0.026,0.543
56413,ECOPORANGA,ES,SEDE,0.242,160,0.419,0.544,0.019,0.013,0.038,0.457
