TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
30058,EUNÁPOLIS,BA,JUCA ROSA,0.723,5731,0.611,0.332,0.028,0.021,0.057,0.668
30058,EUNÁPOLIS,BA,ROSA NETO,0.711,3124,0.656,0.29,0.028,0.02,0.055,0.711
30058,EUNÁPOLIS,BA,PEQUI,0.694,8978,0.544,0.396,0.028,0.024,0.059,0.603
30058,EUNÁPOLIS,BA,ALECRIM II,0.686,2535,0.706,0.249,0.016,0.018,0.044,0.75
30058,EUNÁPOLIS,BA,MOISES REIS,0.668,4173,0.564,0.38,0.027,0.019,0.056,0.62
30058,EUNÁPOLIS,BA,DISTRITO COLONIA,0.662,1550,0.722,0.235,0.023,0.015,0.045,0.767
30058,EUNÁPOLIS,BA,MINAS GERAIS,0.617,1873,0.591,0.357,0.023,0.023,0.053,0.644
30058,EUNÁPOLIS,BA,ITAPOAN,0.614,1429,0.605,0.342,0.022,0.022,0.055,0.66
30058,EUNÁPOLIS,BA,DINAH BORGES,0.606,5261,0.4,0.523,0.032,0.036,0.076,0.476
30058,EUNÁPOLIS,BA,SAPUCAEIRA,0.604,519,0.645,0.293,0.019,0.015,0.061,0.706
30058,EUNÁPOLIS,BA,CENTRO,0.59,8709,0.384,0.544,0.032,0.032,0.072,0.456
30058,EUNÁPOLIS,BA,GUSMAO,0.587,3606,0.44,0.493,0.032,0.027,0.066,0.506
30058,EUNÁPOLIS,BA,ROÇA DO POVO,0.58,351,0.786,0.179,0.023,0.003,0.035,0.821
30058,EUNÁPOLIS,BA,SANTA LUCIA,0.577,2198,0.485,0.453,0.03,0.025,0.062,0.547
30058,EUNÁPOLIS,BA,CENTAURO,0.576,5180,0.383,0.544,0.033,0.03,0.073,0.456
30058,EUNÁPOLIS,BA,URBIS I,0.571,1931,0.392,0.519,0.042,0.042,0.089,0.481
30058,EUNÁPOLIS,BA,DISTRITO PROJETO MARAVILHA,0.537,596,0.723,0.253,0.013,0.01,0.023,0.746
30058,EUNÁPOLIS,BA,DISTRITO GABIARRA,0.523,463,0.721,0.253,0.015,0.006,0.025,0.746
30058,EUNÁPOLIS,BA,DISTRITO MUNDO NOVO,0.522,491,0.705,0.267,0.014,0.012,0.028,0.733
30058,EUNÁPOLIS,BA,SANTA ISABEL,0.489,977,0.459,0.481,0.024,0.025,0.061,0.52
30058,EUNÁPOLIS,BA,STELA REIS,0.474,797,0.491,0.457,0.026,0.023,0.053,0.544
30058,EUNÁPOLIS,BA,THIAGO DE MELLO I,0.47,194,0.722,0.253,0.01,0.015,0.025,0.747
