TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
30856,CANUDOS,BA,DISTRITO BENDEGO,0.719,1328,0.849,0.116,0.009,0.016,0.036,0.885
30856,CANUDOS,BA,CENTRO,0.711,2419,0.803,0.165,0.007,0.018,0.03,0.833
30856,CANUDOS,BA,ACAMPAMENTO DNOCS,0.689,1841,0.795,0.174,0.009,0.015,0.032,0.827
30856,CANUDOS,BA,CALIFORNIA,0.687,1524,0.804,0.162,0.008,0.014,0.034,0.838
30856,CANUDOS,BA,NUCLEO HABITACIONAL II,0.664,950,0.823,0.144,0.003,0.023,0.032,0.855
30856,CANUDOS,BA,POVOADO ROSARIO,0.662,564,0.844,0.119,0.011,0.021,0.037,0.881
30856,CANUDOS,BA,POVOADO POÇO DA PEDRA I,0.654,177,0.893,0.062,0.011,0.028,0.045,0.938
30856,CANUDOS,BA,POVOADO JUA,0.648,211,0.91,0.052,0.005,0.019,0.038,0.948
30856,CANUDOS,BA,POVOADO RIO DO SOTURNO,0.634,179,0.804,0.14,0.034,0.011,0.056,0.86
30856,CANUDOS,BA,POVOADO BARRIGUDA,0.619,156,0.788,0.154,0.019,0.032,0.057,0.845
30856,CANUDOS,BA,POVOADO 50 NUCLEO HABITACIONAL I,0.602,209,0.914,0.072,0.005,0.005,0.015,0.929
30856,CANUDOS,BA,POVOADO SAO BENTO,0.582,198,0.848,0.121,0.015,0.01,0.03,0.878
