TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
4294,BENEVIDES,PA,BENFICA,0.772,5595,0.526,0.384,0.06,0.022,0.089,0.615
4294,BENEVIDES,PA,CENTRO,0.744,10547,0.496,0.423,0.05,0.024,0.082,0.578
4294,BENEVIDES,PA,MURINIM,0.736,7502,0.542,0.388,0.043,0.02,0.071,0.613
4294,BENEVIDES,PA,INDEPENDENTE,0.714,4905,0.474,0.439,0.054,0.025,0.087,0.561
4294,BENEVIDES,PA,SANTOS DUMONT,0.703,1072,0.578,0.331,0.054,0.03,0.091,0.669
4294,BENEVIDES,PA,TAIASSUI,0.699,566,0.659,0.256,0.072,0.012,0.084,0.743
4294,BENEVIDES,PA,CANUTAMA,0.696,1814,0.593,0.336,0.051,0.014,0.073,0.666
4294,BENEVIDES,PA,MAGUARI,0.629,2028,0.495,0.43,0.047,0.019,0.074,0.569
4294,BENEVIDES,PA,TERCEIRA TRAVESSA,0.611,1001,0.542,0.386,0.054,0.016,0.072,0.614
4294,BENEVIDES,PA,DUQUE DE CAXIAS,0.574,610,0.549,0.382,0.033,0.023,0.069,0.618
4294,BENEVIDES,PA,LIBERDADE,0.56,785,0.475,0.446,0.048,0.027,0.079,0.554
4294,BENEVIDES,PA,PARICATUBA,0.491,508,0.531,0.413,0.039,0.01,0.055,0.586
4294,BENEVIDES,PA,BEGOLÂNDIA,0.469,275,0.393,0.509,0.069,0.011,0.098,0.491
