TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
35076,ENCRUZILHADA,BA,POVOADO DE VILA DO CAFE,0.752,3489,0.71,0.236,0.027,0.02,0.054,0.764
35076,ENCRUZILHADA,BA,CENTRO,0.701,1247,0.74,0.205,0.019,0.026,0.055,0.795
35076,ENCRUZILHADA,BA,FORTALEZA,0.697,1127,0.671,0.261,0.034,0.028,0.068,0.739
35076,ENCRUZILHADA,BA,POVOADO DE VILA MAMOEIRO,0.678,168,0.81,0.125,0.042,0.024,0.066,0.876
35076,ENCRUZILHADA,BA,POVOADO DE CAJAZEIRAS,0.674,968,0.847,0.124,0.009,0.013,0.028,0.875
35076,ENCRUZILHADA,BA,OLARIA,0.657,1231,0.721,0.233,0.024,0.015,0.048,0.769
35076,ENCRUZILHADA,BA,BAIXINHA,0.63,511,0.669,0.266,0.027,0.031,0.064,0.733
35076,ENCRUZILHADA,BA,POVOADO DE VILA BAHIA,0.628,1221,0.707,0.25,0.017,0.021,0.043,0.75
35076,ENCRUZILHADA,BA,POVOADO VILA ENTRONCAMENTO,0.623,342,0.787,0.167,0.02,0.018,0.047,0.834
35076,ENCRUZILHADA,BA,POVOADO DE BOA VISTA DO TAPERA,0.583,444,0.669,0.277,0.032,0.014,0.055,0.724
35076,ENCRUZILHADA,BA,POVOADO DE CABECEIRA DA FORQUILHA,0.493,304,0.691,0.276,0.016,0.013,0.032,0.723
