TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,ZONA RURAL,0.722,2035,0.834,0.135,0.011,0.016,0.03,0.864
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,BAIRRO NOVO ZONA URBANA,0.707,1906,0.759,0.197,0.009,0.034,0.045,0.804
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,CENTRO ZONA URBANA,0.698,2840,0.664,0.283,0.019,0.031,0.052,0.716
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,POVOADO CENTRO DOS GASTOES ZONA RURAL,0.68,104,0.885,0.058,0.01,0.048,0.058,0.943
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,RESIDENCIAL PRIMAVERA ZONA URBANA,0.654,952,0.791,0.171,0.009,0.024,0.037,0.828
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,VILA ELVIRA ZONA URBANA,0.653,267,0.835,0.116,0.011,0.022,0.048,0.883
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,POVOADO CENTRO JOSE RODRIGUES ZONA RURAL,0.649,619,0.859,0.116,0.005,0.013,0.025,0.884
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,POVOADO BACURI DA LINHA ZONA RURAL,0.63,478,0.833,0.134,0.01,0.008,0.032,0.865
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,POVOADO SANTA MARIA DO MAZOL ZONA RURAL,0.615,188,0.867,0.096,0.011,0.027,0.038,0.905
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,POVOADO VELOSIANA ZONA RURAL,0.593,267,0.839,0.131,0.015,0.011,0.03,0.869
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,ANTONIO CAFE ZONA URBANA,0.587,544,0.735,0.224,0.004,0.037,0.041,0.776
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,POVOADO BARRAQUINHA DA LINHA ZONA RURAL,0.572,231,0.792,0.169,0.009,0.03,0.039,0.831
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,POVOADO LIMOEIRO DA MATA ZONA RURAL,0.507,125,0.816,0.168,0.0,0.016,0.016,0.832
8478,OLHO D'ÁGUA DAS CUNHÃS,MA,POVOADO FORTALEZA DOS GUSTAVOS ZONA RURAL,0.459,113,0.735,0.239,0.009,0.018,0.027,0.762
