TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
39071,SERRA PRETA,BA,DISTRITO BRAVO,0.78,4613,0.791,0.167,0.015,0.018,0.041,0.832
39071,SERRA PRETA,BA,POVOADO DESCANSO,0.749,207,0.831,0.092,0.034,0.034,0.078,0.909
39071,SERRA PRETA,BA,DISTRITO PONTO,0.738,1833,0.801,0.155,0.017,0.018,0.045,0.846
39071,SERRA PRETA,BA,POVOADO ARATICUM,0.735,412,0.833,0.104,0.039,0.012,0.062,0.895
39071,SERRA PRETA,BA,POVOADO BURACO D'ÁGUA,0.706,827,0.884,0.081,0.012,0.019,0.034,0.918
39071,SERRA PRETA,BA,POVOADO PISTOLA,0.682,236,0.847,0.097,0.021,0.03,0.055,0.902
39071,SERRA PRETA,BA,CENTRO,0.681,857,0.874,0.1,0.009,0.013,0.026,0.9
39071,SERRA PRETA,BA,POVOADO PEIXE,0.679,269,0.866,0.086,0.019,0.019,0.049,0.915
39071,SERRA PRETA,BA,POVOADO BOM JESUS,0.679,589,0.912,0.065,0.005,0.014,0.024,0.936
39071,SERRA PRETA,BA,POVOADO MORRO DO CURRAL,0.674,519,0.759,0.183,0.029,0.013,0.058,0.817
39071,SERRA PRETA,BA,POVOADO CABAÇEIRA,0.654,437,0.872,0.096,0.005,0.021,0.032,0.904
39071,SERRA PRETA,BA,POVOADO CAROCHA,0.646,426,0.873,0.096,0.014,0.009,0.03,0.903
39071,SERRA PRETA,BA,POVOADO LAGOA DA CAIÇARA,0.629,723,0.831,0.147,0.008,0.008,0.021,0.852
39071,SERRA PRETA,BA,POVOADO CONTORNO DO BRAVO,0.611,356,0.89,0.104,0.003,0.003,0.006,0.896
39071,SERRA PRETA,BA,POVOADO CABEÇA DO BOI,0.599,212,0.873,0.099,0.0,0.014,0.028,0.901
39071,SERRA PRETA,BA,POVOADO PÉ DE SERRA,0.579,237,0.806,0.156,0.025,0.008,0.037,0.843
39071,SERRA PRETA,BA,POVOADO LAGOA DO BATISTA,0.547,184,0.755,0.201,0.011,0.022,0.044,0.799
