TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
35017,DOM BASÍLIO,BA,CENTRO,0.754,2425,0.823,0.136,0.007,0.023,0.039,0.862
35017,DOM BASÍLIO,BA,POVOADO VÁRZEA GRANDE,0.739,530,0.789,0.143,0.021,0.043,0.068,0.857
35017,DOM BASÍLIO,BA,POVOADO BARRA DO BERNARDO,0.679,924,0.841,0.126,0.006,0.025,0.033,0.874
35017,DOM BASÍLIO,BA,POVOADO PASSAGEM,0.669,727,0.901,0.087,0.004,0.006,0.013,0.914
35017,DOM BASÍLIO,BA,POVOADO VÁRZEA FUNDA,0.663,462,0.933,0.05,0.002,0.011,0.017,0.95
35017,DOM BASÍLIO,BA,POVOADO CAIÇARA,0.648,534,0.824,0.139,0.015,0.021,0.038,0.862
35017,DOM BASÍLIO,BA,POVOADO ITAPICURU,0.648,718,0.865,0.118,0.003,0.014,0.017,0.882
35017,DOM BASÍLIO,BA,POVOADO ALTO DO ROSÁRIO,0.644,398,0.912,0.07,0.0,0.018,0.018,0.93
35017,DOM BASÍLIO,BA,POVOADO DA MATA,0.642,396,0.881,0.091,0.015,0.013,0.028,0.909
35017,DOM BASÍLIO,BA,POVOADO SALITRE,0.637,419,0.893,0.088,0.005,0.007,0.019,0.912
35017,DOM BASÍLIO,BA,POVOADO TANQUE BRAVO,0.631,392,0.832,0.133,0.008,0.026,0.037,0.869
35017,DOM BASÍLIO,BA,POVOADO JATOBÁ,0.623,316,0.87,0.101,0.009,0.016,0.028,0.898
35017,DOM BASÍLIO,BA,POVOADO VÁRZEA DO MIGUEL,0.618,156,0.891,0.071,0.006,0.019,0.037,0.928
