TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
13242,GUAIÚBA,CE,CENTRO,0.791,4000,0.75,0.196,0.009,0.04,0.054,0.804
13242,GUAIÚBA,CE,ITACIMA,0.782,2172,0.716,0.214,0.018,0.049,0.069,0.785
13242,GUAIÚBA,CE,AGUA VERDE,0.777,2515,0.737,0.201,0.015,0.043,0.061,0.798
13242,GUAIÚBA,CE,HELDER BEZERRA,0.763,1871,0.707,0.226,0.007,0.057,0.069,0.776
13242,GUAIÚBA,CE,MATA FRESCA,0.754,310,0.687,0.197,0.013,0.097,0.116,0.803
13242,GUAIÚBA,CE,PINHEIRO,0.735,1783,0.721,0.221,0.01,0.04,0.06,0.781
13242,GUAIÚBA,CE,BAU,0.711,1204,0.808,0.147,0.004,0.037,0.045,0.853
13242,GUAIÚBA,CE,SANTO ANTONIO,0.649,798,0.776,0.183,0.003,0.035,0.042,0.818
13242,GUAIÚBA,CE,SAO JERONIMO,0.637,936,0.67,0.275,0.012,0.041,0.056,0.726
13242,GUAIÚBA,CE,DOURADOS,0.548,665,0.663,0.298,0.008,0.027,0.04,0.703
