TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
70173,SANTA BÁRBARA D'OESTE,SP,CIDADE NOVA,0.625,7379,0.341,0.56,0.052,0.033,0.099,0.44
70173,SANTA BÁRBARA D'OESTE,SP,JARDIM EUROPA,0.612,7629,0.344,0.564,0.048,0.031,0.092,0.436
70173,SANTA BÁRBARA D'OESTE,SP,CENTRO,0.605,13699,0.259,0.619,0.068,0.037,0.122,0.381
70173,SANTA BÁRBARA D'OESTE,SP,JARDIM ESMERALDA,0.604,6311,0.328,0.574,0.053,0.035,0.098,0.426
70173,SANTA BÁRBARA D'OESTE,SP,PARQUE ZABANE,0.599,3510,0.412,0.511,0.038,0.028,0.077,0.489
70173,SANTA BÁRBARA D'OESTE,SP,JARDIM SAO FRANCISCO,0.579,3508,0.328,0.571,0.054,0.031,0.1,0.428
70173,SANTA BÁRBARA D'OESTE,SP,LOTEAMENTO PLANALTO DO SOL,0.578,3545,0.331,0.57,0.053,0.033,0.098,0.429
70173,SANTA BÁRBARA D'OESTE,SP,JARDIM MOLLON,0.576,5167,0.334,0.578,0.051,0.028,0.088,0.422
70173,SANTA BÁRBARA D'OESTE,SP,VILA OLIVEIRA,0.576,4010,0.298,0.594,0.053,0.041,0.108,0.406
70173,SANTA BÁRBARA D'OESTE,SP,CONJUNTO HABITACIONAL ANGELO GIUBINA,0.574,3870,0.33,0.577,0.053,0.027,0.094,0.424
70173,SANTA BÁRBARA D'OESTE,SP,JARDIM PEROLA,0.571,6565,0.326,0.587,0.045,0.03,0.086,0.412
70173,SANTA BÁRBARA D'OESTE,SP,VILA APARECIDA,0.565,4381,0.268,0.618,0.067,0.031,0.113,0.381
70173,SANTA BÁRBARA D'OESTE,SP,JARDIM PAULISTA,0.557,3563,0.279,0.612,0.06,0.032,0.11,0.389
70173,SANTA BÁRBARA D'OESTE,SP,JARDIM SANTA RITA DE CASSIA,0.555,5116,0.321,0.595,0.04,0.027,0.085,0.406
70173,SANTA BÁRBARA D'OESTE,SP,JARDIM SAO FERNANDO,0.552,2334,0.315,0.576,0.063,0.034,0.108,0.423
70173,SANTA BÁRBARA D'OESTE,SP,CONJUNTO HABITACIONAL ROBERTO ROMANO,0.548,2971,0.359,0.559,0.049,0.026,0.082,0.441
70173,SANTA BÁRBARA D'OESTE,SP,VILA LINOPOLIS,0.542,3535,0.263,0.628,0.064,0.031,0.109,0.372
70173,SANTA BÁRBARA D'OESTE,SP,VILA SIQUEIRA CAMPOS,0.539,2473,0.296,0.595,0.065,0.032,0.108,0.404
70173,SANTA BÁRBARA D'OESTE,SP,SANTA RITA DE CASSIA,0.522,1613,0.333,0.568,0.048,0.036,0.099,0.432
70173,SANTA BÁRBARA D'OESTE,SP,RESIDENCIAL FURLAN,0.515,1864,0.272,0.61,0.054,0.048,0.119,0.391
70173,SANTA BÁRBARA D'OESTE,SP,VILA PANTANO,0.507,3369,0.316,0.606,0.04,0.03,0.079,0.395
70173,SANTA BÁRBARA D'OESTE,SP,ZONA RURAL,0.503,1202,0.338,0.565,0.047,0.032,0.098,0.436
70173,SANTA BÁRBARA D'OESTE,SP,JARDIM VISTA ALEGRE,0.487,1901,0.344,0.579,0.033,0.029,0.079,0.423
70173,SANTA BÁRBARA D'OESTE,SP,VILA TRINTA E UM DE MARCO,0.487,2068,0.309,0.603,0.046,0.029,0.087,0.396
70173,SANTA BÁRBARA D'OESTE,SP,PARQUE FREZZARIM,0.478,1749,0.322,0.593,0.051,0.023,0.085,0.407
70173,SANTA BÁRBARA D'OESTE,SP,JARDIM DOS CEDROS,0.455,1240,0.285,0.618,0.06,0.029,0.097,0.382
70173,SANTA BÁRBARA D'OESTE,SP,RESIDENCIAL ROCHELLE,0.447,1448,0.257,0.646,0.061,0.026,0.097,0.354
70173,SANTA BÁRBARA D'OESTE,SP,VILA MOLLON IV,0.437,1497,0.297,0.621,0.05,0.024,0.082,0.379
70173,SANTA BÁRBARA D'OESTE,SP,JARDIM DAS LARANJEIRAS,0.434,2388,0.331,0.606,0.034,0.021,0.063,0.394
