TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
74870,CAPANEMA,PR,SÃO JOSÉ OPERÁRIO,0.614,1322,0.579,0.361,0.036,0.019,0.061,0.64
74870,CAPANEMA,PR,SÃO CRISTÓVÃO,0.578,2046,0.538,0.409,0.032,0.016,0.052,0.59
74870,CAPANEMA,PR,ZONA RURAL,0.565,1934,0.505,0.44,0.038,0.013,0.057,0.562
74870,CAPANEMA,PR,ALTO FARADAY-zona rural,0.512,453,0.638,0.32,0.018,0.015,0.042,0.68
74870,CAPANEMA,PR,CENTRO,0.501,2367,0.419,0.523,0.031,0.019,0.058,0.477
74870,CAPANEMA,PR,SANTO EXPEDITO,0.452,1353,0.443,0.505,0.037,0.011,0.051,0.494
74870,CAPANEMA,PR,la. TIGRINHO- zona rural,0.434,176,0.625,0.335,0.028,0.0,0.039,0.664
74870,CAPANEMA,PR,SANTA CRUZ,0.429,1440,0.36,0.575,0.038,0.012,0.065,0.425
74870,CAPANEMA,PR,la. SANTO ANTÔNIO DOS SIEMENS- zona rural,0.423,261,0.525,0.425,0.023,0.023,0.05,0.575
74870,CAPANEMA,PR,la. SANTA CLARA- zona rural,0.396,432,0.37,0.556,0.051,0.012,0.074,0.444
74870,CAPANEMA,PR,la. SÃO PEDRO- zona rural,0.229,308,0.289,0.656,0.052,0.0,0.055,0.344
