TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
45616,GUAPÉ,MG,CIDADE NOVA,0.475,2906,0.359,0.577,0.035,0.018,0.063,0.422
45616,GUAPÉ,MG,VOLTA GRANDE,0.445,293,0.522,0.423,0.031,0.01,0.054,0.576
45616,GUAPÉ,MG,CIDADE VELHA,0.426,1392,0.37,0.567,0.034,0.018,0.062,0.432
45616,GUAPÉ,MG,CENTRO,0.418,1372,0.372,0.569,0.028,0.014,0.06,0.432
45616,GUAPÉ,MG,CAPOEIRINHA,0.385,125,0.432,0.496,0.048,0.008,0.072,0.504
45616,GUAPÉ,MG,APARECIDA DO SUL,0.315,529,0.423,0.539,0.011,0.009,0.037,0.46
45616,GUAPÉ,MG,SANTO ANTONIO,0.265,730,0.326,0.629,0.015,0.012,0.044,0.37
45616,GUAPÉ,MG,PONTAL,0.228,152,0.375,0.579,0.013,0.007,0.047,0.422
45616,GUAPÉ,MG,DISTRITO DE ARAUNA,0.146,259,0.208,0.745,0.019,0.019,0.046,0.254
45616,GUAPÉ,MG,PENAS,0.083,117,0.291,0.684,0.026,0.0,0.026,0.317
