TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
39055,SERRA DOURADA,BA,POVOADO PORTEIRA DE SANTA CRUZ,0.663,478,0.866,0.098,0.01,0.013,0.035,0.901
39055,SERRA DOURADA,BA,POVOADO TORRADAS,0.622,225,0.893,0.076,0.009,0.018,0.031,0.924
39055,SERRA DOURADA,BA,POVOADO TELES,0.609,228,0.772,0.175,0.013,0.018,0.053,0.825
39055,SERRA DOURADA,BA,DISTRITO TRAIRAS,0.607,1115,0.734,0.233,0.015,0.005,0.033,0.767
39055,SERRA DOURADA,BA,CENTRO,0.594,3641,0.562,0.398,0.018,0.012,0.04,0.602
39055,SERRA DOURADA,BA,POVOADO TAUA,0.584,94,0.883,0.085,0.011,0.011,0.033,0.916
39055,SERRA DOURADA,BA,POVOADO LAGOA DO CANTO,0.58,125,0.896,0.08,0.016,0.0,0.024,0.92
39055,SERRA DOURADA,BA,POVOADO DAMAZIO,0.58,175,0.663,0.269,0.046,0.0,0.069,0.732
39055,SERRA DOURADA,BA,POVOADO MORRINHOS,0.572,565,0.683,0.273,0.011,0.011,0.046,0.729
39055,SERRA DOURADA,BA,POVOADO BOQUEIRÃO,0.571,512,0.766,0.207,0.002,0.014,0.028,0.794
39055,SERRA DOURADA,BA,SERRA DOURADINHA,0.535,1756,0.587,0.38,0.008,0.014,0.033,0.62
39055,SERRA DOURADA,BA,POVOADO LAGOA DA ONÇA,0.51,187,0.733,0.23,0.011,0.016,0.038,0.771
39055,SERRA DOURADA,BA,POVOADO POÇO DO JUÁ,0.492,410,0.573,0.376,0.029,0.01,0.051,0.624
39055,SERRA DOURADA,BA,POVOADO RIACHÃO,0.476,398,0.691,0.294,0.01,0.005,0.015,0.706
39055,SERRA DOURADA,BA,POVOADO FEIRINHA,0.459,398,0.628,0.342,0.01,0.01,0.03,0.658
39055,SERRA DOURADA,BA,POVOADO LAGOA DO LORA,0.441,251,0.618,0.347,0.016,0.016,0.036,0.654
39055,SERRA DOURADA,BA,POVOADO PONTA D'AGUA,0.431,244,0.59,0.369,0.004,0.02,0.04,0.63
