TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
58734,PARAÍBA DO SUL,RJ,CENTRO,0.676,7473,0.399,0.506,0.052,0.033,0.095,0.494
58734,PARAÍBA DO SUL,RJ,VILA SALUTÁRIS,0.645,2807,0.402,0.497,0.054,0.035,0.102,0.504
58734,PARAÍBA DO SUL,RJ,JATOBÁ,0.629,2839,0.43,0.485,0.048,0.027,0.085,0.515
58734,PARAÍBA DO SUL,RJ,PALHAS,0.603,2134,0.414,0.495,0.052,0.025,0.089,0.503
58734,PARAÍBA DO SUL,RJ,WERNECK,0.589,2202,0.419,0.498,0.047,0.022,0.082,0.501
58734,PARAÍBA DO SUL,RJ,VIEIRA CORTEZ,0.554,208,0.596,0.332,0.053,0.014,0.072,0.668
58734,PARAÍBA DO SUL,RJ,LIBERDADE,0.549,2423,0.413,0.515,0.04,0.025,0.071,0.484
58734,PARAÍBA DO SUL,RJ,CARVALHAIS,0.542,59,0.576,0.339,0.051,0.017,0.085,0.661
58734,PARAÍBA DO SUL,RJ,LIMOEIRO,0.532,924,0.465,0.463,0.037,0.016,0.071,0.536
58734,PARAÍBA DO SUL,RJ,BELA VISTA,0.517,544,0.375,0.515,0.061,0.035,0.11,0.485
58734,PARAÍBA DO SUL,RJ,INEMA,0.491,577,0.399,0.515,0.026,0.049,0.087,0.486
58734,PARAÍBA DO SUL,RJ,PARQUE MORONE,0.475,443,0.372,0.53,0.059,0.023,0.098,0.47
58734,PARAÍBA DO SUL,RJ,INCONFIDÊNCIA,0.473,653,0.361,0.548,0.057,0.023,0.092,0.453
58734,PARAÍBA DO SUL,RJ,ELDORADO,0.449,298,0.456,0.473,0.03,0.017,0.07,0.526
58734,PARAÍBA DO SUL,RJ,SARDOAL,0.421,479,0.428,0.509,0.046,0.013,0.063,0.491
58734,PARAÍBA DO SUL,RJ,CAVARU,0.42,166,0.355,0.536,0.078,0.024,0.108,0.463
58734,PARAÍBA DO SUL,RJ,BARÃO DE ANGRA,0.406,518,0.456,0.492,0.029,0.015,0.052,0.508
58734,PARAÍBA DO SUL,RJ,QUEIMA SANGUE,0.374,312,0.446,0.5,0.026,0.019,0.054,0.5
58734,PARAÍBA DO SUL,RJ,SERTÃO DO CALIXTO,0.361,165,0.321,0.582,0.061,0.018,0.097,0.418
