TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
89559,VENÂNCIO AIRES,RS,BAIRRO CORONEL BRITO,0.612,2090,0.508,0.425,0.037,0.019,0.066,0.574
89559,VENÂNCIO AIRES,RS,TRAVESSÃO MARIANTE,0.599,85,0.553,0.329,0.118,0.0,0.118,0.671
89559,VENÂNCIO AIRES,RS,CENTRO,0.576,13506,0.308,0.604,0.045,0.029,0.088,0.396
89559,VENÂNCIO AIRES,RS,BAIRRO MACEDO,0.549,1708,0.488,0.454,0.031,0.015,0.059,0.547
89559,VENÂNCIO AIRES,RS,BAIRRO BATTISTI,0.533,517,0.671,0.29,0.023,0.01,0.039,0.71
89559,VENÂNCIO AIRES,RS,BAIRRO BELA VISTA,0.532,1525,0.399,0.522,0.043,0.024,0.08,0.479
89559,VENÂNCIO AIRES,RS,LINHA SEXTO REGIMENTO,0.53,74,0.486,0.405,0.068,0.014,0.11,0.596
89559,VENÂNCIO AIRES,RS,PICADA MARIANTE,0.528,204,0.48,0.426,0.069,0.02,0.094,0.574
89559,VENÂNCIO AIRES,RS,LINHA MANGUEIRÃO,0.519,205,0.546,0.38,0.034,0.034,0.073,0.619
89559,VENÂNCIO AIRES,RS,BAIRRO GRESSLER,0.515,1444,0.377,0.541,0.049,0.023,0.083,0.46
89559,VENÂNCIO AIRES,RS,LINHA SARAIVA,0.515,138,0.652,0.29,0.022,0.036,0.058,0.71
89559,VENÂNCIO AIRES,RS,VILA MARIANTE,0.51,887,0.504,0.439,0.035,0.017,0.057,0.561
89559,VENÂNCIO AIRES,RS,BAIRRO SANTA TECLA,0.509,1280,0.436,0.498,0.037,0.013,0.067,0.503
89559,VENÂNCIO AIRES,RS,LINHA CERRO DOS BOIS,0.499,595,0.44,0.484,0.044,0.022,0.076,0.516
89559,VENÂNCIO AIRES,RS,LINHA HERVAL,0.494,466,0.431,0.487,0.052,0.024,0.082,0.513
89559,VENÂNCIO AIRES,RS,LINHA TRAVESSA,0.486,505,0.424,0.497,0.046,0.028,0.08,0.504
89559,VENÂNCIO AIRES,RS,BAIRRO BRÍGIDA,0.485,2085,0.331,0.588,0.042,0.026,0.08,0.411
89559,VENÂNCIO AIRES,RS,LINHA PONTE QUEIMADA,0.484,293,0.532,0.406,0.048,0.007,0.061,0.593
89559,VENÂNCIO AIRES,RS,LINHA CIPÓ,0.467,127,0.559,0.378,0.016,0.031,0.063,0.622
89559,VENÂNCIO AIRES,RS,VILA SANTA EMÍLIA,0.454,740,0.339,0.569,0.053,0.031,0.091,0.43
89559,VENÂNCIO AIRES,RS,LINHA SÃO JOÃO,0.453,101,0.376,0.495,0.05,0.079,0.129,0.505
89559,VENÂNCIO AIRES,RS,LINHA ALTO PAREDÃO,0.443,143,0.636,0.322,0.028,0.007,0.042,0.678
89559,VENÂNCIO AIRES,RS,LINHA TAQUARI MIRIM,0.443,423,0.4,0.522,0.033,0.038,0.078,0.478
